"buyer_id","part_num","volume","weighted","count","buyer_name"
5424,2,5832400,3.42912008778547e-07,7,"ДП ""Кримавтодор"" ВАТ ""ДАК ""Автомобільні дороги України"""
9190,2,5580976.33,3.5836023694442e-07,5,"Рівненська облрада"
7688,2,5333081.53,3.75017705757819e-07,5,"Управління житлово-комунального господарства, будівництва та розвитку інфраструктури міста  Балаклійської міськради Харківської області"
2649,2,5268960.75,3.79581495269252e-07,9,"Відділ освіти Камінь-Каширської райдержадміністрації"
12209,2,5200365,3.84588389468816e-07,18,"Відділ освіти Переяслав-Хмельницької міськради Київської області"
2928,2,5165360.73,3.87194642260735e-07,5,"Міське комунальне підприємство ""Херсонтеплоенерго"""
2416,2,5007700,3.99384947181341e-07,6,"ДП ""Сумський облавтодор"" ВАТ ""ДАК ""Автомобільні дороги України"""
2591,2,4907750.2,4.07518703784068e-07,11,"Відділ освіти, молоді та спорту Герцаївської райдержадміністрації Чернівецької області"
3762,2,4848958.15,4.12459736325008e-07,13,"Відділ освіти Городенківської райдержадміністрації Івано-Франківської області"
4906,2,4712816.24,4.24374704667034e-07,12,"П’ятий воєнізований гірничорятувальний загін Державної воєнізованої гірничорятувальної служби у вугільній промисловості України"
4506,2,4665992.78,4.28633325060567e-07,12,"СОК ""Зміна"" Спеціалізованого навчально-виховного комплексу спортивного профілю ""Загальноосвітня школа-інтернат ІІ-ІІІ ступенів - вище училище фізичної культури"" Херсонської облради "
4436,2,4467950.47,4.47632536087626e-07,5,"Управління житлово-комунального господарства Ровеньківської міськради Луганської області"
1622,2,4458114.92,4.4862010869832e-07,5,"Департамент  житлово-комунального господарства і паливно-енергетичного комплексу Київської облдержадміністрації"
1400,2,4441309.4,4.5031764731365e-07,5,"УПРАВЛІННЯ КОМУНАЛЬНОГО ГОСПОДАРСТВА ТА ДОРОЖНЬОГО БУДІВНИЦТВА ЗАПОРІЗЬКОЇ МІСЬКРАДИ"
11001,2,4439711.57,4.50479714383788e-07,9,"Львівський обласний державний клінічний лікувально-діагностичний кардіологічний центр Львівської облдержадміністрації"
1794,2,4343405.91,4.60468130642664e-07,9,"Обласна психіатрична лікарня м.Берегово Закарпатської області"
131988,2,4316578.45,4.63329932066913e-07,10,"КУ ""Центр первинної медико-санітарної допомоги №5"" Криворізької міськради Дніпропетровської області"
4877,2,4274412.52,4.67900557244297e-07,8,"Львівський обласний клінічний діагностичний центр"
5455,2,4172567.63,4.79321170403654e-07,5,"ДЗ ""Клінічна лікарня ДТГО ""Львівська залізниця"""
18009,2,4016402.4,4.97958073125342e-07,16,"Відділ освіти Жидачівської райдержадміністрації Львівської області"
81972,2,3889743.4,5.14172734376257e-07,13,"Управління освіти Старокостянтинівського міськвиконкому Хмельницької області"
21617,2,3884402,5.1487976785101e-07,14,"Луганський державний університет внутрішніх справ імені Е.О. Дідоренка"
10247,2,3863491.8,5.1766642807421e-07,5,"Управління комунального майна та приватизації Департаменту економіки та комунального майна Харківської міськради"
18011,2,3842038,5.20557058519463e-07,6,"Відділ освіти Жашківської районної державної адміністрації"
15428,2,3830662,5.22102968103163e-07,8,"Відділ освіти Звенигородської районної державної адміністрації Черкаської області"
474,2,3808822,5.2509673594618e-07,6,"Департамент соціальної політики виконавчого органу Київської міської ради (Київської міської державної адміністрації)"
8254,2,3709372.32,5.39174778766883e-07,6,"Донецький національний медичний університет ім.М. Горького"
68840,2,3660371.12,5.46392683810706e-07,5,"КЗ ""Зеленогайський спеціальний загальноосвітній навчально-виховний комплекс (Дошкільний навчальний заклад-школа-інтернат І-ІІ ступенів)"" Харківської облради"
1899,2,3628038.3,5.51262096654272e-07,6,"Департамент культури виконавчого органу Київської міськради (Київської міськдержадміністрації)"
74621,2,3527826.28,5.66921339448721e-07,8,"Управління Державної служби охорони при ГУ МВС України в Одеській області"
10191,2,3501129.28,5.71244258652454e-07,15,"Відділ освіти Уманської міської ради Черкаської області"
4934,2,3487801.48,5.73427132096979e-07,7,"ДЗ ""Спеціалізована медико-санітарна частина №6 МОЗ України"""
14818,2,3477707.5,5.75091493462288e-07,8,"Відділ освіти Маньківської районної державної адміністрації"
2463,2,3425800,5.83805242571078e-07,5,"ДП ""Вінницький облавтодор"" ВАТ ""ДАК ""Автомобільні дороги України"""
4479,2,3423551.1,5.84188738996769e-07,7,"Центральна районна лікарня Надвірнянського району Івано-Франківської області"
9795,2,3420775.64,5.84662722867145e-07,5,"Відділ освіти Оратівської райдержадміністрації Вінницької області"
27441,2,3404054,5.87534745336002e-07,5,"КУ ""Територіальне медичне об’єднання ""Багатопрофільна лікарня інтенсивних методів лікування та швидкої медичної допомоги"" Мелітопольської міськради Запорізької області"
12881,2,3381401.5,5.9147072596969e-07,16,"Новосвітлівський психоневрологічний інтернат Департаменту соціального захисту населення Миколаївської обласної державної адміністрації"
6594,2,3362626.85,5.94773101273488e-07,11,"Комунальна установа по централізованому бухгалтерському обліку №1 управління освіти Керченської міськради АР Крим"
5114,2,3248504.84,6.15667852906755e-07,5,"КЗ ""Луганська міська багатопрофільна лікарня №8"""
845,2,3183721.8,6.28195591712819e-07,5,"Відділ освіти Світловодської районної державної адміністрації Кіровоградської області"
4955,2,3177986.18,6.29329357247236e-07,7,"Управління охорони здоров’я Кам’янець-Подільської міськради Хмельницької області"
93515,2,3084243.75,6.48457178522288e-07,6,"Управління з питань охорони здоров'я Запорізької міської ради"
193678,2,3073650,6.5069217379988e-07,5,"Військова частина А4474"
9923,2,2897543.38,6.90239881758043e-07,10,"Управління освіти адміністрації Ленінського району Харківської міськради"
17756,2,2814187,7.10684826559145e-07,5,"Відділ освіти Лисянської райдержадміністрації Черкаської області"
10831,2,2709047.07,7.38266980351877e-07,13,"Відділ освіти Богодухівської райдержадміністрації Харківської області"
133,2,2664416.4,7.50633422013166e-07,5,"ДЗ ""Дорожня клінічна лікарня станції Донецьк"" ДП ""Донецька залізниця"""
10298,2,2607587.35,7.66992522800818e-07,5,"КЛПЗ ""ЧЕРНІГІВСЬКА ОБЛАСНА СТОМАТОЛОГІЧНА ПОЛІКЛІНІКА"""
1487,2,2599476.86,7.69385575526916e-07,7,"Відділ освіти Шаргородської райдержадміністрації Вінницької області"
9811,2,2576536.75,7.76235774630422e-07,5,"КЗОЗ ""Куп’янська центральна міська лікарня""  Харківської області"
264526,2,2480463.09,8.06301052437753e-07,5,"Державна гімназія-інтернат з посиленою військово-фізичною підготовкою ""Кадетський корпус"""
77573,2,2471746.67,8.09144409608935e-07,10,"Відділ освіти Царичанської райдержадміністрації Дніпропетровської області"
2321,2,2471666.08,8.09170792196978e-07,5,"Управління житлово-комунального господарства Жмеринської міськради Вінницької області"
1733,2,2434998.35,8.21355792705157e-07,6,"ДП ""Санаторно-курортний лікувальний центр ""Феміда"""
119580,2,2421780.49,8.25838678715262e-07,5,"КУ ""Міська клінічна лікарня №11"" Одеської міськради"
76938,2,2409804.1,8.29942981672245e-07,5,"КУ ""Одеський обласний онкологічний диспансер"""
6631,2,2389250.5,8.37082591381691e-07,12,"ДЗ ""Спеціалізований (спеціальний) Санаторій ""Аркадія"" МОЗ України"""
31875,2,2361186.85,8.47031652747007e-07,9,"Комсомольська міська лікарня Полтавської області"
4468,2,2339994.43,8.54702889185937e-07,5,"Управління житлово-комунального господарства Шосткинської міськради Сумської області"
2714,2,2339125.5,8.55020391167554e-07,7,"Відділ освіти Корсунь-Шевченківської районної державної адміністрації"
3760,2,2315133.73,8.6388098194224e-07,9,"Відділ освіти, молоді та спорту Бериславської райдержадміністрації Херсонської області"
2804,2,2299171.31,8.69878634663374e-07,6,"КП ""Цюрупинська центральна районна лікарня"" Управління охорони здоров’я Херсонської облдержадміністрації "
11028,2,2246141,8.90416051352075e-07,5,"Комунальна лікувально-профілактична установа Селидівська центральна міська лікарня Донецької області"
1325,2,2197454.31,9.10144065748516e-07,7,"ДП ""Ізмаїльський морський торговельний порт"""
5828,2,2171893.91,9.20855291684114e-07,5,"МИКОЛАЇВСЬКА ОБЛАСНА СТАНЦІЯ ПЕРЕЛИВАННЯ КРОВІ - ЗАКЛАД КОМУНАЛЬНОЇ ВЛАСНОСТІ ОБЛАСТІ"
9654,2,2171331.07,9.2109399051707e-07,5,"Київська міська клінічна офтальмологічна лікарня ""Центр мікрохірургії ока"""
644,2,2121047.24,9.42930436570569e-07,13,"Відділ освіти Шполянської районної державної адміністрації"
2776,2,1986040.6,1.00702875862659e-06,5,"Обласна база спеціального медичного постачання - заклад комунальної власності області Управління охорони здоров'я Миколаївської облдержадміністрації"
756,2,1979459.4,1.01037687360499e-06,6,"Управління освіти адміністрації Червонозаводського району Харківської міськради"
10148,2,1978339.77,1.01094869057806e-06,5,"Луганська міська багатопрофільна лікарня №7"
2464,2,1912080.59,1.0459810169403e-06,5,"КЗ ""Южненська міська лікарня"" Одеської області"
4190,2,1903914.6,1.05046728461455e-06,18,"Управління освіти Краснолуцької міськради Луганської області"
1490,2,1902634.3,1.05117415364582e-06,8,"Білицький будинок-інтернат для громадян похилого віку та інвалідів Донецької області"
73856,2,1892628.8,1.05673125126279e-06,9,"Управління освіти Армянської міської ради "
125,2,1860911.16,1.07474233213798e-06,7,"Управління транспортної, дорожньої інфраструктури і зв’язку  Херсонської міської ради"
76136,2,1852262.28,1.07976069134226e-06,5,"Управління житлово-комунального господарства та комунальної власності Синельниківської міської ради Дніпропетровської області"
11093,2,1807666.76,1.10639861519609e-06,5,"Відділ освіти Глухівської районної державної адміністрації"
81995,2,1760841.45,1.13582060440479e-06,9,"Токарівський психоневрологічний інтернат Лохвицького району Полтавської області"
6271,2,1704105.53,1.17363623601409e-06,6,"Відділ освіти Олевської райдержадміністрації Житомирської області"
10950,2,1688273.55,1.18464214522581e-06,7,"ССМУ ""Будинок-інтернат для громадян похилого віку та інвалідів з геріатричним відділенням (м.Горлівка)"" Донецької області"
2073,2,1687406.37,1.18525094817557e-06,8,"КЗ ""Обласна спеціалізована школа-інтернат IІ-ІІІ ступенів ""Обдарованість"" Харківської облради"
3247,2,1687209.5,1.18538924774902e-06,5,"Відділ освіти, молоді та спорту Баштанської райдержадміністрації Миколаївської області"
10824,2,1676676,1.19283630230289e-06,5,"Бершадська окружна лікарня інтенсивного лікування"
19850,2,1666977.56,1.19977619854703e-06,7,"Відділ освіти Нетішинського міськвиконкому Хмельницької області"
125631,2,1648324.48,1.21335333198473e-06,5,"Тростянецька центральна районна лікарня Вінницької області"
5751,2,1622180.12,1.2329087105321e-06,5,"Центр з профілактики та боротьби зі СНІДом Управління охорони здоров'я Закарпатської облдержадміністрації"
75079,2,1598592.85,1.25110030362015e-06,6,"Управління Державної служби охорони при УМВС України в Івано-Франківській області"
34161,2,1562930,1.27964784091418e-06,7,"Кагарлицька міськрада Київської області"
66013,2,1526231.45,1.31041723717592e-06,21,"Комунальна установа Панютинський психоневрологічний інтернат"
4835,2,1494262.3,1.33845309488167e-06,6,"Управління освіти, молоді та спорту Роменської райдержадміністрації Сумської області"
146262,2,1472969.85,1.35780104392497e-06,5,"Миргородське комунальне житлово-експлуатаційне управління Полтавської області"
50981,2,1420368.9,1.40808489963417e-06,6,"Івано-Франківська обласна дитяча клінічна лікарня"
729,2,1419389.9,1.40905610220278e-06,5,"Відділ освіти, молоді та спорту Веселівської райдержадміністрації Запорізької області"
254351,2,1400370,1.428193977306e-06,7,"Відділ освіти Стрийської районної державної адміністрації"
6393,2,1399459.5,1.42912317219612e-06,5,"Обласна клінічна інфекційна лікарня м.Ужгорода Закарпатської області"
237854,2,1326481.82,1.50774776543865e-06,6,"КУ ""Центр первинної медико-санітарної допомоги №3"" Криворізької міськради Дніпропетровської області "
5783,2,1324752.03,1.50971650143461e-06,7,"ЗАКАРПАТСЬКИЙ ОБЛАСНИЙ КЛІНІЧНИЙ ОНКОЛОГІЧНИЙ ДИСПАНСЕР"
56635,2,1323513.58,1.51112918690264e-06,5,"Черкаська центральна районна лікарня"
81825,2,1308421.33,1.52855961160462e-06,7,"1-а міська лікарня м.Стаханова Луганської області"
7413,2,1282362.12,1.55962186406442e-06,6,"Управління праці та соціальних питань Департаменту праці та соціальної політики Харківської міської ради"
2844,2,1208439.75,1.65502665730749e-06,5,"Відділ освіти Томашпільської райдержадміністрації Вінницької області"
11092,2,1163038.8,1.71963308532785e-06,7,"Відділ освіти Бориславської міськради Львівської області"
6651,2,1075821.5,1.85904446044255e-06,7,"Маріупольський пансіонат для ветеранів війни та праці №2"
1190,2,1041117.66,1.92101246270282e-06,9,"Львівський національний медичний університет ім.Данила Галицького"
1877,2,1024016.95,1.95309267097581e-06,5,"Сватівське районне територіальне медичне об’єднання Луганської області"
205547,2,1000020.66,1.99995868085365e-06,5,"Трускавецьке міське відділення УДСО при ГУМВС України у Львівській області "
233465,2,997835,2.00433939478972e-06,6,"Санаторій-профілакторій ""Сосновий"" ДП ""Донецька залізниця"" "
50410,2,995082.91,2.00988277449163e-06,5,"Управління охорони здоров'я Ровеньківської міськради Луганської області"
11147,2,969031.9,2.06391554292485e-06,7,"КУ ""Сокирянська центральна районна лікарня Чернівецької області"""
1227,2,954271,2.09584069934012e-06,5,"Корсунь-Шевченківська спеціальна загальноосвітня школа-інтернат І-ІІІ ступенів Черкаської облради"
10463,2,912717.59,2.19125830586874e-06,5,"Відділ охорони здоров'я Єнакієвської міськради Донецької області"
59069,2,873502.72,2.28963225208961e-06,5,"ОКЗ ""Міжобласний центр медичної генетики та пренатальної діагностики"""
3160,2,866296.51,2.30867835309645e-06,6,"Рокитнівська селищна рада Рівненської області"
53654,2,843234.92,2.37181828285764e-06,5,"Розівська центральна районна лікарня Запорізької області"
23078,2,806049.32,2.48123774857846e-06,5,"КЗ ""Харківський санаторний навчально-виховний комплекс №13"" Харківської облради"
10629,2,743043,2.69163426611919e-06,5,"Відділ освіти Кіровської міськради Луганської області"
6035,2,549847.5,3.63737218046822e-06,5,"ПЛУЖНЯНСЬКА ЗАГАЛЬНООСВІТНЯ САНАТОРНА ШКОЛА-ІНТЕРНАТ І-ІІ СТУПЕНІВ"
2647,2.02083333333333,13249805.89,1.52517957629743e-07,48,"Відділ освіти Артемівської міської ради"
230,2.02150537634409,1635838586.24,1.2357609077987e-09,93,"Служба автомобільних доріг в АР Крим держагентства автомобільних доріг України"
10409,2.02631578947368,15169488.87,1.3357838268902e-07,38,"Відділ освіти Добропільської міськради Донецької області"
257,2.03030303030303,202473777.06,1.00274863233345e-08,33,"Служба автомобільних доріг у Чернівецькій області"
9427,2.03030303030303,24434335.95,8.30922123055704e-08,33,"Управління освіти Адміністрації Орджонікідзевського району Харківської міськради"
1095,2.03174603174603,155501979.13,1.3065724585071e-08,126,"Департамент капітального будівництва Київської облдержадміністрації"
91,2.03571428571429,49791204.34,4.08850180006368e-08,28,"ПАТ ""Вінницяобленерго"""
2241,2.03703703703704,16145881.67,1.26164496846398e-07,27,"Управління житлово-комунального господарства та будівництва Лозівської міськради Харківської області"
736,2.04,17391309.87,1.17299962754329e-07,50,"Комунальний заклад Київської облради ""Обласне психіатрично-наркологічне медичне об’єднання"""
174,2.04651162790698,511136350.02,4.00384677753187e-09,43,"ДП ""Луганськвугілля"""
801,2.04761904761905,265450268.75,7.71375767393736e-09,21,"ДЕПАРТАМЕНТ ТРАНСПОРТУ ХАРКІВСЬКОЇ МІСЬКРАДИ"
171,2.05,104523777.75,1.96127622262486e-08,60,"ДУ ""Інститут невідкладної і відновної хірургії імені В.К. Гусака НАМН України"""
71304,2.05,5446728,3.76372750759722e-07,20,"Управління освіти адміністрації Жовтневого району Харківської міськради"
11095,2.05,4587673.92,4.46849544180333e-07,20,"Відділ освіти виконавчих органів Дрогобицької міськради Львівської області"
8870,2.05,3552585.78,5.77044476037958e-07,20,"Відділ освіти Ленінської районної у м.Донецьку ради"
9890,2.05128205128205,12916338.5,1.58812967876465e-07,39,"ДЗ ""Дитячий спеціалізований (спеціальний) клінічний санаторій ""Здравниця"" МОЗ України"
1795,2.05263157894737,73387506.36,2.79697687080176e-08,19,"Департамент охорони здоров'я Донецької обласної державної адміністрації"
10189,2.05263157894737,4482131.57,4.57958796365134e-07,19,"Донецький будинок-інтернат для громадян похилого віку та інвалідів"
4065,2.05263157894737,3409461.4,6.02039835074059e-07,19,"ПАТ ""Укртрансгаз"" Філія ""Науково-дослідний Інститут транспорту газу"""
73854,2.05555555555556,3878349.7,5.30007790570189e-07,18,"Відділ освіти Ладижинської міськради Вінницької області"
3214,2.05882352941176,17460234.71,1.17914997341509e-07,17,"Державна екологічна інспекція України"
466,2.06,184225801.91,1.11819298851872e-08,50,"Фонд соцстрахування від нещасних випадків на виробництві та професійних захворювань України"
63,2.06410256410256,1405042776.35,1.46906741833488e-09,156,"Служба автомобільних доріг у Київській області Держагентства автомобільних доріг України"
2835,2.06451612903226,26571050.72,7.76979484472663e-08,31,"Державна наукова установа ""Науково-практичний центр профілактичної та клінічної медицини""  Державного управління справами"
121,2.06666666666667,190562874.34,1.08450645164983e-08,15,"Управління капітального будівництва Одеської міськради"
1430,2.06666666666667,26121660.92,7.91169701266709e-08,15,"Підприємство ""Західний реабілітаційно-спортивний центр"" Національного комітету спорту інвалідів України"
3782,2.06666666666667,3548303,5.82438046205938e-07,30,"Відділ освіти, молоді та спорту Білгород-Дністровської райдержадміністрації Одеської області"
41,2.07142857142857,656745908,3.15407914414987e-09,14,"СЛУЖБА АВТОМОБІЛЬНИХ ДОРІГ В ОДЕСЬКІЙ ОБЛАСТІ ДЕРЖАГЕНТСТВА АВТОМОБІЛЬНИХ ДОРІГ УКРАЇНИ"
264,2.07142857142857,189520700.26,1.0929827552277e-08,14,"Департамент капітального будівництва Вінницької міськради"
71205,2.07142857142857,122519209.13,1.69069698224273e-08,70,"ПАТ ""Прикарпаттяобленерго"""
300,2.07142857142857,52837569.24,3.92037067795394e-08,28,"Управління житлово-комунального господарства Рівненського міськвиконкому"
5935,2.07142857142857,31341179.15,6.60928729424838e-08,28,"Відділ освіти Амур-Нижньодніпровської районної у місті Дніпропетровську ради"
2028,2.07142857142857,5607981.51,3.69371505190389e-07,14,"Залізнична райадміністрація Львівської міськради"
9107,2.07142857142857,3706597.2,5.58849116766335e-07,14,"Відділ освіти Первомайської райдержадміністрації Миколаївської області"
5105,2.07407407407407,274702929.23,7.55024374835668e-09,27,"КЗОЗ ""Обласний клінічний центр урології і нефрології ім.В.І. Шаповала"" Харківської області"
5456,2.07407407407407,8240641.03,2.51688438620663e-07,27,"Відділ освіти Самбірської районної державної адміністрації"
111617,2.07692307692308,353830901.88,5.86981822641216e-09,13,"КП ""Харківська дирекція будівництва метрополітену"""
43,2.07692307692308,269602363.44,7.7036530778978e-09,13,"УПРАВЛІННЯ КАПІТАЛЬНОГО БУДІВНИЦТВА ПОЛТАВСЬКОГО МІСЬКВИКОНКОМУ"
1791,2.07692307692308,15474190.5,1.34218528389131e-07,13,"ДП ""Український інститут промислової власності"""
497,2.07692307692308,10053532.6,2.06586396996721e-07,13,"Відділ управління комунальним майном Коломийської міськради Івано-Франківської області"
71472,2.07692307692308,2940275,7.06370348665712e-07,13,"Харківське обласне вище училище фізичної культури і спорту "
340,2.08333333333333,737653696.85,2.82427017207368e-09,24,"ДП ""Макіїввугілля"" "
51791,2.08333333333333,422607828.35,4.92970833376976e-09,48,"ДП ""Донецька обласна дирекція з ліквідації збиткових вугледобувних та вуглепереробних підприємств"""
334,2.08333333333333,106800028.41,1.95068612279345e-08,12,"Філія Управління з переробки газу та газового конденсату  ПАТ ""Укргазвидобування"""
5310,2.08333333333333,8583598.5,2.42710948483125e-07,12,"Управління охорони здоров’я Сєверодонецької міськради Луганської області"
1010,2.08333333333333,6275159.39,3.31996879099725e-07,12,"Обласний клінічний центр нейрохірургії та неврології м.Ужгорода Закарпатської області"
1684,2.08571428571429,40841297,5.10687573343786e-08,35,"Інститут фізики напівпровідників ім.В.Є. Лашкарьова НАН України"
6114,2.08695652173913,8301440.22,2.51396922272739e-07,23,"Ковельське міське районне територіальне медичне об'єднання Волинської області"
48,2.08888888888889,74949636.67,2.78705672461919e-08,45,"Управління житлово-комунального господарства  Сімферопольської  міськради АР Крим"
112167,2.09090909090909,76984446.8,2.71601495863329e-08,33,"Кримська республіканська установа ""Клінічне територіальне медичне об’єднання ""Університетська клініка"""
5506,2.09090909090909,36675694.7,5.70107562518534e-08,11,"Золочівська міськрада Львівської області"
1519,2.09090909090909,6726848.84,3.10830396318091e-07,22,"ПУСТОМИТІВСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ ЛЬВІВСЬКОЇ ОБЛАСТІ"
188533,2.09090909090909,3938187.72,5.3093179898217e-07,11,"Централізована бухгалтерія по обслуговуванню закладів освіти Генічеського району Херсонської області"
113365,2.09090909090909,3625647,5.76699576905609e-07,11,"Стрийський міський комбінат комунальних підприємств Львівської області"
4912,2.09090909090909,3212236.02,6.50920130989967e-07,11,"Другий воєнізований гірничорятувальний загін "
72319,2.09090909090909,2620745,7.97830041041418e-07,11,"Відділ освіти Васильківської райдержадміністрації Київської області"
242125,2.09090909090909,1983779.98,1.0540025164026e-06,11,"Управління освіти, молоді та спорту Баришівської райдержадміністрації"
1402,2.09375,164878555.72,1.26987405418304e-08,32,"Управління капітального будівництва  Миколаївської облдержадміністрації"
18122,2.09375,6151538.55,3.40362005859493e-07,32,"КП ""Кафе ""Бістро"" Алчевської міськради Луганської області"
661,2.0952380952381,40294392.43,5.19982550643485e-08,21,"Департамент охорони здоров’я Хмельницької облдержадміністрації"
71097,2.0952380952381,35866271.56,5.84180625447229e-08,42,"ПАТ ""Укртрансгаз"" в особі філії ""Агрогаз"" "
3409,2.0952380952381,34796609.4,6.02138579409434e-08,21,"Відділ комунального господарства Ковельського міськвиконкому Волинської області"
1708,2.0952380952381,19195271.19,1.09153867871876e-07,21,"Національний університет Державної податкової служби України"
8250,2.09677419354839,14185040.29,1.47815878607447e-07,31,"Святошинський психоневрологічний інтернат"
10465,2.09677419354839,12246685.4,1.71211566645485e-07,31,"Відділ освіти Будьоннівської районної у м.Донецьку ради"
10244,2.09803921568627,6910698.14,3.03592947222301e-07,51,"Відділ освіти виконавчого комітету  Первомайської міської ради  Харківської області"
176,2.1,686569797.08,3.05868392249609e-09,10,"Служба автомобільних доріг у Харківській області Держагентства автомобільних доріг України"
1756,2.1,169741398.48,1.2371760918698e-08,30,"ДП ""Шахтоуправління ""Південнодонбаське №1"""
123489,2.1,59085050.25,3.55419855126551e-08,10,"КВП ""Кременчуцьке міське управління капітального будівництва"" Полтавської області"
1174,2.1,7754532.8,2.70809351660747e-07,10,"Обласна клінічна лікарня ім.О.Ф. Гербачевського Житомирської облради"
10200,2.1,5174176.4,4.05861694239879e-07,10,"Відділ освіти Бахмацької райдержадміністрації Чернігівської області"
17518,2.1,3487535.82,6.02144353029183e-07,10,"Хустська районна лікарня Закарпатської області"
63198,2.1,3104876.48,6.76355408508876e-07,20,"КЗ ""Криворізька міська клінічна лікарня №8""  Дніпропетровської облради"
1578,2.1,2268362.22,9.25778070840908e-07,10,"ДЗ ""Спеціалізована медико-санітарна частина №1"" МОЗ України"
8789,2.1,2045527.04,1.02663028106439e-06,10,"Одеська регіональна державна лабораторія ветеринарної медицини"
3643,2.1,1761528.24,1.1921466555654e-06,10,"Санаторій - дитячий оздоровчий центр ""Мрія"" Південної залізниці"
5437,2.1,1058608.14,1.98373687170023e-06,10,"ЦЕНТРАЛЬНА МІСЬКА ЛІКАРНЯ м.ДЗЕРЖИНСЬКА ДОНЕЦЬКОЇ ОБЛАСТІ"
1514,2.10526315789474,260590524.4,8.07881699744082e-09,19,"Служба автомобільних доріг у Миколаївській області"
780,2.10869565217391,68201899.7,3.09184298597171e-08,46,"Департамент житлово-комунального господарства Луцької міськради Волинської області"
337,2.11111111111111,257511209.87,8.19813285866999e-09,18,"Служба автомобільних доріг у Житомирській області Держагентства автомобільних доріг України"
1213,2.11111111111111,11406414.49,1.85081044789484e-07,27,"Комунальний клінічний лікувально-профілактичний заклад ""Донецький обласний протипухлинний центр"""
5791,2.11111111111111,11205580.2,1.88398197454435e-07,9,"Департамент містобудування та архітектури виконавчого органу Київської міськради (Київської міськдержадміністрації)"
5314,2.11111111111111,7709169.44,2.73844170573985e-07,9,"Управління житлово-комунального господарства Прилуцької міськради Чернігівської області"
3911,2.11111111111111,5890736.67,3.58378116248593e-07,9,"Харківська міська рада"
15000,2.11111111111111,5540747.81,3.81015556654818e-07,27,"Управління освіти виконавчого комітету Краснодонської міської ради"
11036,2.11111111111111,4944676,4.26946297616085e-07,18,"Камишівський психоневрологічний інтернат Департаменту соціального захисту населення Донецької обласної державної адміністрації"
4899,2.11111111111111,4550677.56,4.63911380948535e-07,9,"Управління охорони здоров’я Донецької міськради"
2674,2.11111111111111,4491552.5,4.70018130949401e-07,9,"Відділ освіти Ковельської районної державної адміністрації"
6969,2.11111111111111,4116352,5.1285971440516e-07,9,"Луганський Міжрегіональний центр професійної реабілітації інвалідів"
6593,2.11111111111111,4022765.2,5.24791034562771e-07,9,"Комунальна установа по централізованому бухгалтерському обліку №2 управління освіти Керченської міськради АР Крим"
4470,2.11111111111111,3954810.72,5.33808381886633e-07,9,"Спеціалізований санаторій ім.М.О. Семашка АР Крим"
10517,2.11111111111111,3499495.75,6.03261515923004e-07,9,"Відділ освіти Галицького району Управління освіти Департаменту гуманітарної політики Львівської міськради"
4905,2.11111111111111,3344283.29,6.31259653577706e-07,9,"Львівсько-Волинський воєнізований гірничорятувальний (аварійно-рятувальний) загін Державної воєнізованої гірничорятувальної служби у вугільній промисловості"
2033,2.11111111111111,3214810.07,6.56682996862428e-07,9,"Кіровоградська дитяча обласна лікарня"
1133,2.11111111111111,2786957,7.57496836553672e-07,9,"Відділ освіти Золочівської райдержадміністрації Львівської області"
3444,2.11111111111111,2732580.36,7.72570549804841e-07,9,"Комунальний заклад ""Дніпропетровське обласне клінічне лікувально-профілактичне об’єднання ""Фтизіатрія"" Дніпропетровської обласної ради"""
903,2.11111111111111,2185122.2,9.66129542371182e-07,9,"КЗ ""Попаснянський обласний психоневрологічний інтернат"""
1259,2.1125,220759869.51,9.56922109389228e-09,80,"ПАТ ""Укртрансгаз""  Філія ""УМГ ""Прикарпаттрансгаз"" "
2716,2.11475409836066,4247066.1,4.97932937366022e-07,61,"Управління освіти Свердловської міськради Луганської області"
5749,2.11538461538462,13889462,1.52301407742403e-07,26,"Відділ освіти Жовтневої районної у м.Дніпропетровську ради"
1633,2.11764705882353,6467829.09,3.27412340270038e-07,17,"Відділ освіти Бершадської райдержадміністрації Вінницької області"
10816,2.11764705882353,5978395.05,3.54216648634407e-07,17,"Слов’янський психоневрологічний інтернат Департаменту соцзахисту населення Донецької облдержадміністрації"
9140,2.11904761904762,34825898.66,6.0846889831489e-08,42,"Управління освіти адміністрації Московського району Харківської міськради"
345,2.12,70276850.9,3.01664057630676e-08,50,"Департамент комунального господарства та благоустрою Вінницької міськради"
38657,2.125,711772167.31,2.98550589303177e-09,32,"ПАТ ""ЕК Одесаобленерго"""
1641,2.125,201427305.97,1.0549711667774e-08,8,"КП ""Дирекція будівництва шляхово-транспортних споруд м.Києва"""
1548,2.125,90686193.19,2.34324534446808e-08,8,"Управління капітального будівництва Львівської облдержадміністрації"
105496,2.125,60205195.39,3.52959572049318e-08,8,"Кирилівська селищна рада  Якимівського району Запорізької  області"
328,2.125,18532495.77,1.14663455282688e-07,8,"Управління з питань будівництва Луганської міськради"
3083,2.125,18478740.4,1.14997015705681e-07,8,"ДП ""Херсонський облавтодор"" ВАТ ""ДАК ""Автомобільні дороги України"""
1417,2.125,11041939.21,1.92448079960042e-07,8,"Головне управління житлово-комунального господарства виконавчого комітету Бориспільської міської ради"
50159,2.125,8114182.2,2.6188714372226e-07,24,"Національний центр ""Мала академія наук України"""
