"purchase_id","contract_id","buyer_id","purchase_cost_uah","volume_uah","contract_date","region_id","volume","winner.bid","loser_bid","winner","buyer_name"
411804,464817,10465,170280,170082,"2013-02-18",7,170082,170082,170280,TRUE,"Відділ освіти Будьоннівської районної у м.Донецьку ради"
411782,464719,10465,119000,104860,"2013-02-18",7,104860,104860,105000,TRUE,"Відділ освіти Будьоннівської районної у м.Донецьку ради"
411861,464832,10465,116464.02,116442.86,"2013-02-18",7,116442.86,116442.86,116464.04,TRUE,"Відділ освіти Будьоннівської районної у м.Донецьку ради"
411873,464715,10465,145329.2,145052,"2013-02-18",7,145052,145052,145329.2,TRUE,"Відділ освіти Будьоннівської районної у м.Донецьку ради"
411803,464752,10465,382908,382588.91,"2013-02-18",7,382588.91,382588.91,382908,TRUE,"Відділ освіти Будьоннівської районної у м.Донецьку ради"
411812,464821,10465,341010,340631.1,"2013-02-18",7,340631.1,340631.1,341010,TRUE,"Відділ освіти Будьоннівської районної у м.Донецьку ради"
411795,464820,10465,107399.4,107173.3,"2013-02-18",7,107173.3,107173.3,107399.4,TRUE,"Відділ освіти Будьоннівської районної у м.Донецьку ради"
411783,464814,10465,245587.05,231897.34,"2013-02-18",7,231897.34,231897.34,231966.42,TRUE,"Відділ освіти Будьоннівської районної у м.Донецьку ради"
411863,464787,10465,132235,131992.99,"2013-02-18",7,131992.99,131992.99,132235,TRUE,"Відділ освіти Будьоннівської районної у м.Донецьку ради"
411850,464765,10465,181714.4,184538.42,"2013-02-18",7,184538.42,184538.42,184611.81,TRUE,"Відділ освіти Будьоннівської районної у м.Донецьку ради"
411774,464812,10465,597527.4,597293.07,"2013-02-18",7,597293.07,597293.07,597527.4,TRUE,"Відділ освіти Будьоннівської районної у м.Донецьку ради"
411800,464742,10465,190269.2,189290.84,"2013-02-18",7,189290.84,189290.84,189588.08,TRUE,"Відділ освіти Будьоннівської районної у м.Донецьку ради"
450135,514328,319,200853.43,210136.08,"2013-08-02",7,210136.08,210146.08,213954,TRUE,"Відділ освіти Волноваської райдержадміністрації Донецької області"
450125,514356,319,214619.62,225341.8,"2013-08-02",7,225341.8,225351.8,235825,TRUE,"Відділ освіти Волноваської райдержадміністрації Донецької області"
450118,514352,319,254913.8,271656.6,"2013-08-02",7,271656.6,271666.6,274279,TRUE,"Відділ освіти Волноваської райдержадміністрації Донецької області"
