"purchase_id","contract_id","buyer_id","purchase_cost_uah","volume_uah","contract_date","region_id","volume","winner.bid","loser_bid","winner","buyer_name"
537454,623542,102386,2113560,16297896,"2014-12-04",1,16297896,16297896,16438800,TRUE,"Державна пенітенціарна служба України"
537445,623547,102386,6913000,37410696,"2014-12-05",1,37410696,37410696,37445960,TRUE,"Державна пенітенціарна служба України"
