"purchase_id","contract_id","buyer_id","purchase_cost_uah","volume_uah","contract_date","region_id","volume","winner.bid","loser_bid","winner","buyer_name"
471606,555230,4469,691360,684400,"2014-01-28",1,684400,684400,690200,TRUE,"Управління освіти Дарницької районної в місті Києві державної адміністрації"
471455,555206,4469,414564,400840,"2014-01-28",1,400840,400840,407800,TRUE,"Управління освіти Дарницької районної в місті Києві державної адміністрації"
471465,555118,4469,227000,225000,"2014-01-28",1,225000,225000,227000,TRUE,"Управління освіти Дарницької районної в місті Києві державної адміністрації"
490981,558402,856,580390.89,565556.62,"2014-02-05",1,565556.62,565556.62,574828.04,TRUE,"Управління освіти Святошинської районної в місті Києві державної адміністрації"
490966,558396,856,311871.3,294943.8,"2014-02-05",1,294943.8,294943.8,299510.6,TRUE,"Управління освіти Святошинської районної в місті Києві державної адміністрації"
493982,572168,4469,956670,947650,"2014-03-03",1,947650,947650,956650,TRUE,"Управління освіти Дарницької районної в місті Києві державної адміністрації"
493989,572108,4469,1893500,1890000,"2014-03-03",1,1890000,1890000,1893500,TRUE,"Управління освіти Дарницької районної в місті Києві державної адміністрації"
522637,598508,856,429715,419500,"2014-06-02",1,419500,419500,428050,TRUE,"Управління освіти Святошинської районної в місті Києві державної адміністрації"
522624,598512,856,420000,413000,"2014-06-02",1,413000,413000,417200,TRUE,"Управління освіти Святошинської районної в місті Києві державної адміністрації"
526080,606380,4469,325000,307000,"2014-07-21",1,307000,307000,315000,TRUE,"Управління освіти Дарницької районної в місті Києві державної адміністрації"
564265,650131,4509,300640,306000,"2015-02-06",1,306000,306000,308480,TRUE,"Управління освіти Шевченківської районної в м.Києві державної адміністрації"
564291,650129,4509,193050,190080,"2015-02-06",1,190080,190080,192060,TRUE,"Управління освіти Шевченківської районної в м.Києві державної адміністрації"
580838,668184,4469,685470,829000,"2015-03-10",1,829000,829000,835700,TRUE,"Управління освіти Дарницької районної в місті Києві державної адміністрації"
