"purchase_id","contract_id","buyer_id","purchase_cost_uah","volume_uah","contract_date","region_id","volume","winner.bid","loser_bid","winner","buyer_name"
264079,309746,345,NA,580000,"2012-02-29",4,580000,580000,968180,TRUE,"Департамент комунального господарства та благоустрою Вінницької міськради"
409758,471598,345,884001,883973.5,"2013-02-28",4,883973.5,883973.5,1451852,TRUE,"Департамент комунального господарства та благоустрою Вінницької міськради"
