"purchase_id","contract_id","buyer_id","purchase_cost_uah","volume_uah","contract_date","region_id","volume","winner.bid","loser_bid","winner","buyer_name"
402864,463814,70229,370000,370000,"2013-02-15",1,370000,370000,490400,TRUE,"Школа I-III ступенів №190 Деснянського району міста Києва"
409286,474196,55254,402495,402495,"2013-03-04",12,402495,12.3,25.54,TRUE,"Спеціалізована школа І ступеня №322 з поглибленим вивченням англійської мови Деснянського району м.Києва"
411356,473200,22522,646123.5,646123.5,"2013-03-01",1,646123.5,16.1,21.54,TRUE,"Спеціалізована школа І-ІІІ ступенів №277 з поглибленим вивченням англійської мови Деснянського району м.Києва"
414360,472262,65514,495000,495000,"2013-02-26",1,495000,12.3,64,TRUE,"Спеціалізована  школа І ступеня №312 з поглибленим вивченням англійської мови Деснянського району міста Києва"
415997,473354,68322,440880,440880,"2013-02-28",1,440880,19,25,TRUE,"Спеціалізована школа І-ІІІ ступенів №251 імені Хо Ши Міна з поглибленим вивченням англійської мови Деснянського району м.Києва"
408988,473579,68456,529200,389151,"2013-03-01",1,389151,36.1,41.54,TRUE,"Спеціалізована школа І-ІІІ ступенів №202 з поглибленим вивченням природничо-математичних наук Деснянського району м.Києва"
403764,474289,56610,597300,428364.75,"2013-03-04",1,428364.75,22.1,27.54,TRUE,"Гімназія №39 І-ІІІ ступенів імені гетьмана України Богдана Хмельницького Деснянського району м.Києва"
416207,473441,71391,215096,196343.4,"2013-02-28",1,196343.4,196776.1,256969.58,TRUE,"Школа І-ІІІ ступенів №275 Деснянського району м.Києва"
415824,471058,69868,356820,278084,"2013-02-20",1,278084,20.1,25.54,TRUE,"Школа І-ІІІ ступенів №218 Деснянського району м.Києва"
413771,478325,68831,297920,297920,"2013-03-12",1,297920,19,24,TRUE,"Спеціалізована школа І-ІІІ ступенів №23 з поглибленим вивченням англійської мови Деснянського району м.Києва"
416196,473552,68170,257269.6,255004,"2013-03-01",12,255004,19.6,25.54,TRUE,"Школа I-III ступенів №213 Деснянського району м.Києва"
408712,475984,70946,429858,429858,"2013-03-06",1,429858,20.1,25.54,TRUE,"Спеціалізована школа І-ІІІ ступенів №247 з поглибленим вивченням російської мови Деснянського району м.Києва"
415167,475028,69649,446169.6,339888,"2013-02-27",1,339888,20.1,25.54,TRUE,"Спеціалізована школа І-ІІІ ступенів №189 з поглибленим вивченням англійської та німецької мов Деснянського району міста Києва"
433546,484492,54910,5466554,346540,"2013-03-25",1,346540,20.1,25.54,TRUE,"Школа  І-ІІІ ступенів №306 Деснянського району м.Києва"
