"purchase_id","contract_id","buyer_id","purchase_cost_uah","volume_uah","contract_date","region_id","volume","winner.bid","loser_bid","winner","buyer_name"
408285,459119,75079,150000,120827,"2013-02-08",11,120827,120827,137381,TRUE,"Управління Державної служби охорони при УМВС України в Івано-Франківській області"
426154,480090,4909,170000,158529,"2013-03-15",16,158529,158529,180177,TRUE,"Управління Державної служби охорони при УМВС України в Миколаївській області"
410105,482879,79738,208000,206979,"2013-03-21",4,206979,206979,235035,TRUE,"Управління Державної служби охорони при УМВС України у Вінницькій області"
412170,488857,70536,150200,149654,"2013-04-02",23,149654,149654,171034,TRUE,"Управління Державної служби охорони при УМВС України в Херсонській області "
417813,482492,86258,291000,290281,"2013-03-20",1,290281,290281,329695,TRUE,"Управління Державної Служби Охорони при ГУ МВС України в Київській області"
415282,484664,75020,310500,310408,"2013-03-26",15,310408,310408,352708,TRUE,"Управління Державної служби охорони при ГУ МВС України у Львівській області"
411204,489646,73308,140000,140479,"2013-04-09",27,140479,140479,159565,TRUE,"Управління Державної служби охорони при УМВС УКраїни в Чернігівській області"
407786,473572,76435,180000,150454,"2013-03-01",24,150454,150454,171034,TRUE,"Управління Державної служби охорони при УМВС України в Хмельницькій області"
413341,480306,79842,3e+05,190829,"2013-03-14",18,190829,222633.33,252873.83,TRUE,"Управління Державної служби охорони при Управлінні МВС України в Полтавській області"
411469,489988,75740,750000,548906,"2013-04-05",22,548906,548906,605260,TRUE,"Управління Державної служби охорони при ГУ МВС України в Харківській області"
429107,492137,73217,1041000,1040474,"2013-04-18",1,1040474,1040474,1181474,TRUE,"Управління державної служби охорони при ГУ МВС України в м.Києві"
429042,496765,98828,311000,3e+05,"2013-05-07",1,3e+05,3e+05,350000,TRUE,"Спеціальний  полк ""Титан"" УДСО при ГУМВС України в місті Києві"
473742,563537,87324,140400,140479,"2014-02-12",20,140479,163892,203525,TRUE,"Управління Державної служби охорони при УМВС України в Сумській області"
483499,578441,75020,6e+05,339408,"2014-03-14",15,339408,339408,397080,TRUE,"Управління Державної служби охорони при ГУ МВС України у Львівській області"
494468,569585,76048,159000,154426,"2014-02-25",25,154426,154426,180540,TRUE,"Управління Державної служби охорони при ГУ МВС України в Черкаській області"
497033,570062,1074,150000,147376,"2014-02-21",6,147376,147376,172320,TRUE,"Криворізький міський відділ Управління Державної служби охорони при ГУМВС України в Дніпропетровській області"
498243,594649,75740,850000,548387,"2014-05-02",22,548387,548387,641460,TRUE,"Управління Державної служби охорони при ГУ МВС України в Харківській області"
504040,587224,79842,195000,190349,"2014-03-31",18,190349,222073,259735,TRUE,"Управління Державної служби охорони при Управлінні МВС України в Полтавській області"
510716,587565,76435,180600,180106,"2014-04-07",24,180106,180106,210510,TRUE,"Управління Державної служби охорони при УМВС України в Хмельницькій області"
518463,599119,73217,5e+05,497948,"2014-06-02",1,497948,497948,582510,TRUE,"Управління державної служби охорони при ГУ МВС України в м.Києві"
