"purchase_id","contract_id","buyer_id","purchase_cost_uah","volume_uah","contract_date","region_id","volume","winner.bid","loser_bid","winner","buyer_name"
552294,636135,71097,20297.6,21238.2,"2015-01-05",1,21238.2,21238.2,22125.3,TRUE,"ПАТ ""Укртрансгаз"" в особі філії ""Агрогаз"" "
552333,636120,71097,51933,59088.6,"2015-01-05",1,59088.6,59088.6,59367.6,TRUE,"ПАТ ""Укртрансгаз"" в особі філії ""Агрогаз"" "
552326,636121,71097,1044,1296,"2015-01-05",1,1296,1296,1404,TRUE,"ПАТ ""Укртрансгаз"" в особі філії ""Агрогаз"" "
552315,636124,71097,22680,22680,"2015-01-05",1,22680,22680,25272,TRUE,"ПАТ ""Укртрансгаз"" в особі філії ""Агрогаз"" "
552313,636128,71097,18103.5,24138,"2015-01-05",1,24138,24138,25210.8,TRUE,"ПАТ ""Укртрансгаз"" в особі філії ""Агрогаз"" "
552309,636129,71097,49923,52477.2,"2015-01-05",1,52477.2,52477.2,52995.2,TRUE,"ПАТ ""Укртрансгаз"" в особі філії ""Агрогаз"" "
552292,636136,71097,25369.2,29160,"2015-01-05",1,29160,29160,29224.8,TRUE,"ПАТ ""Укртрансгаз"" в особі філії ""Агрогаз"" "
552224,636153,71097,24792,27072,"2015-01-05",1,27072,27072,30933.6,TRUE,"ПАТ ""Укртрансгаз"" в особі філії ""Агрогаз"" "
552266,636141,71097,98820,99300,"2015-01-05",1,99300,99300,100128,TRUE,"ПАТ ""Укртрансгаз"" в особі філії ""Агрогаз"" "
552267,636140,71097,19150.4,23019.84,"2015-01-05",1,23019.84,23019.84,24277.2,TRUE,"ПАТ ""Укртрансгаз"" в особі філії ""Агрогаз"" "
552249,636145,71097,7340.8,8832,"2015-01-05",1,8832,8832,8913.6,TRUE,"ПАТ ""Укртрансгаз"" в особі філії ""Агрогаз"" "
552243,636146,71097,14927.7,22418.1,"2015-01-05",1,22418.1,22418.1,22653,TRUE,"ПАТ ""Укртрансгаз"" в особі філії ""Агрогаз"" "
552235,636150,71097,38810,89460,"2015-01-05",1,89460,89460,92760,TRUE,"ПАТ ""Укртрансгаз"" в особі філії ""Агрогаз"" "
552228,636152,71097,2030,2100,"2015-01-05",1,2100,2100,2142,TRUE,"ПАТ ""Укртрансгаз"" в особі філії ""Агрогаз"" "
552276,636139,71097,17273.5,21075.6,"2015-01-05",1,21075.6,21307.2,21675.6,TRUE,"ПАТ ""Укртрансгаз"" в особі філії ""Агрогаз"" "
552262,636143,71097,54233,61721.4,"2015-01-05",1,61721.4,61721.4,63690,TRUE,"ПАТ ""Укртрансгаз"" в особі філії ""Агрогаз"" "
552241,636147,71097,31852.9,36470.76,"2015-01-05",1,36470.76,36470.76,37467.6,TRUE,"ПАТ ""Укртрансгаз"" в особі філії ""Агрогаз"" "
