"purchase_id","contract_id","buyer_id","purchase_cost_uah","volume_uah","contract_date","region_id","volume","winner.bid","loser_bid","winner","buyer_name"
454161,521371,240728,4099781,4054847.16,"2013-09-17",6,4054847.16,4054847.16,4921112.73,TRUE,"Управління Держземагентства у Павлоградському районі Дніпропетровської області Головного Управління Держземагентства у Дніпропетровській області"
454114,520886,240677,1589702,1589701.06,"2013-09-13",6,1589701.06,1589701.06,2243580.35,TRUE,"Відділ Держземагентства у Петриківському районі Дніпропетровської області"
454109,520876,240864,2882438,2882437.85,"2013-09-13",6,2882437.85,2882437.85,3873866.56,TRUE,"Управління Держземагентства у Синельниківському районі Дніпропетровської області"
453770,521135,240320,1999985,1999984.49,"2013-09-17",6,1999984.49,1999984.49,2792216.31,TRUE,"Відділ Держземагентства у Царичанському районі Дніпропетровської області "
454086,521252,240853,3758893,3524385.5,"2013-09-17",6,3524385.5,3524385.5,4525470.53,TRUE,"Управління Держземагентства у Новомосковському районі Дніпропетровської області Головного управління держземагентства у Дніпропетровській області"
454050,521118,239739,3038196,3171852.07,"2013-09-17",6,3171852.07,3171852.07,3891321.63,TRUE,"Відділ Держземагентства у Межівському районі Дніпропетровської області "
454117,521254,240763,3257710,3353175.83,"2013-09-17",6,3353175.83,3353175.83,4190548.65,TRUE,"Відділ Держземагентства у Магдалинівському районі Дніпропетровської області"
461203,528388,167029,1891742,1891742,"2013-11-01",6,1891742,1891742,2500110.27,TRUE,"Управління Держземагентства у Петропавлівському районі Дніпропетровської області"
462169,528852,165390,2080872,2080872,"2013-11-05",6,2080872,2080872,2531942.27,TRUE,"Управління Держземагентства у Верхньодніпровському районі Дніпропетровської області"
461199,528848,180923,1057863,1057863,"2013-11-05",6,1057863,1057863,1370508.62,TRUE,"Управління Держземагентства у П’ятихатському районі Дніпропетровської області"
