"purchase_id","contract_id","buyer_id","purchase_cost_uah","volume_uah","contract_date","region_id","volume","winner.bid","loser_bid","winner","buyer_name"
222622,245625,40726,NA,263000,"2011-11-08",13,263000,263000,270000,TRUE,"ПАТ ""Кіровоградобленерго"""
223205,246748,53018,NA,185000,"2011-11-10",7,185000,185000,192000,TRUE,"Новогродівська міська рада"
228476,245752,3903,NA,199000,"2011-11-10",22,199000,199000,204000,TRUE,"СКП ""Харківзеленбуд"" Харківської міськради"
224805,251328,9906,NA,380000,"2011-11-30",8,380000,380000,386000,TRUE,"ДП ""Словечанське лісове господарство"""
230872,245746,68937,NA,187000,"2011-11-07",6,187000,187000,190000,TRUE,"Державне спеціалізоване підприємство ""Дніпропетровський Державний міжобласний спеціальний комбінат"""
228009,243440,4021,NA,190000,"2011-11-02",18,190000,190000,191000,TRUE,"Устимівська дослідна станція рослинництва Інституту рослинництва ім.В.Я. Юр’єва НААН України"
226396,256776,416,NA,405000,"2011-12-15",6,405000,405000,408000,TRUE,"ДП ""Придніпровська залізниця"""
231001,248417,111559,NA,184000,"2011-11-21",7,184000,184000,190000,TRUE,"КП ""Комсомольське міське домоуправління"""
228668,251368,111191,NA,251550,"2011-11-29",24,251550,251550,256000,TRUE,"Гуменецька сільська рада"
336341,379659,4467,175000,175000,"2012-06-27",22,175000,175000,179000,TRUE,"Шевченківська селищна рада Харківської області"
369197,406640,58840,199500,190200,"2012-09-24",25,190200,190200,211000,TRUE,"Звенигородське підприємство теплових мереж Черкаської області"
368633,412058,21891,276000,276000,"2012-10-12",8,276000,276000,277000,TRUE,"Управління житлово-комунального господарства виконавчого комітету Малинської міської ради"
378997,421637,1045,3e+05,210600,"2012-11-27",14,210600,210600,225400,TRUE,"Відділ  житлово-комунального господарства, будівництва та розвитку інфраструктури Антрацитівської райдержадміністрації Луганської області"
372863,421523,1949,4e+05,375000,"2012-11-26",23,375000,375000,378000,TRUE,"Каховське міжрайонне управління водного господарства Держкомводгоспу України"
376158,414256,118135,194900,190000,"2012-10-24",3,190000,190000,193870,TRUE,"Виконавчий комітет Нижньогірської селищної ради"
385561,423938,33156,167000,167000,"2012-12-04",1,167000,167082.1,182082.1,TRUE,"ДП ""ДГ ""Дмитрівка"" Інституту садівництва Національної академії аграрних наук України"""
