"purchase_id","contract_id","buyer_id","purchase_cost_uah","volume_uah","contract_date","region_id","volume","winner.bid","loser_bid","winner","buyer_name"
370654,449294,596,818736,818736,"2012-11-22",10,818736,926000,818736,FALSE,"ВП ""Запорізька АЕС"" ДП ""НАЕК ""Енергоатом"""
386235,446954,2484,2602976.64,2602956,"2013-01-21",1,2602956,2602956,2733109.2,TRUE,"ДП ""НАЕК ""Енергоатом"""
382160,432787,2484,861735.85,861688.8,"2012-12-27",1,861688.8,861688.8,904836,TRUE,"ДП ""НАЕК ""Енергоатом"""
431920,497123,2484,2541000,2540580,"2013-05-07",1,2540580,4657730,4785036.72,TRUE,"ДП ""НАЕК ""Енергоатом"""
436110,501372,2484,1207574.94,1207080,"2013-05-23",1,1207080,2212980,2320067.73,TRUE,"ДП ""НАЕК ""Енергоатом"""
438575,506958,2484,751010.64,750764.64,"2013-06-18",1,750764.64,1376401.84,1445237.64,TRUE,"ДП ""НАЕК ""Енергоатом"""
426642,496836,452,12488902.31,11602069.42,"2013-04-29",16,11602069.42,11602069.42,12923888,TRUE,"ВП ""Южно-Українська АЕС"" ДП ""НАЕК ""Енергоатом"""
446887,518318,2484,25573572.84,25571112.78,"2013-08-23",1,25571112.78,46880373.43,49224392.01,TRUE,"ДП ""НАЕК ""Енергоатом"""
443856,512096,2484,2835757.14,2835749.04,"2013-07-12",1,2835749.04,5198873.24,5492300,TRUE,"ДП ""НАЕК ""Енергоатом"""
444934,517006,2484,1321447.8,1320847.2,"2013-08-20",1,1320847.2,2421553.2,2542630.86,TRUE,"ДП ""НАЕК ""Енергоатом"""
455254,526442,2484,2774652.6,2772523.2,"2013-10-22",1,2772523.2,5082959.2,5286600,TRUE,"ДП ""НАЕК ""Енергоатом"""
454861,526443,2484,987146.88,987124.8,"2013-10-22",1,987124.8,1991880,1809728.8,FALSE,"ДП ""НАЕК ""Енергоатом"""
518455,601506,2484,9519386.58,9360000,"2014-06-18",1,9360000,17160000,17380440,TRUE,"ДП ""НАЕК ""Енергоатом"""
518468,598941,2484,7084502.71,6999993.74,"2014-06-03",1,6999993.74,12833321.86,12980000,TRUE,"ДП ""НАЕК ""Енергоатом"""
530001,612632,2484,11213684.34,10620600,"2014-09-03",1,10620600,19471100,20548000,TRUE,"ДП ""НАЕК ""Енергоатом"""
532163,611903,2484,5293460.4,4432140,"2014-08-29",1,4432140,8823390,8861291.24,TRUE,"ДП ""НАЕК ""Енергоатом"""
529998,612633,2484,15563100.6,13680000,"2014-09-03",1,13680000,25080000,28358000,TRUE,"ДП ""НАЕК ""Енергоатом"""
537090,620199,2484,410400,408600,"2014-10-28",1,408600,752400,749100,FALSE,"ДП ""НАЕК ""Енергоатом"""
551086,659291,2484,356880,229800,"2015-02-23",1,229800,850520,825000,FALSE,"ДП ""НАЕК ""Енергоатом"""
557811,658229,2484,18900000,18816000,"2015-02-20",1,18816000,34496000,34646700,TRUE,"ДП ""НАЕК ""Енергоатом"""
