"purchase_id","contract_id","buyer_id","purchase_cost_uah","volume_uah","contract_date","region_id","volume","winner.bid","loser_bid","winner","buyer_name"
387818,433295,1712,343500,294256.8,"2012-12-28",15,294256.8,294256.8,308970,TRUE,"ВП ""Служба матеріально-технічного постачання""  ДТГО ""Львівська залізниця"""
448333,518281,72,1535667,1536219,"2013-08-23",17,1536219,1536219,1613604,TRUE,"ДП ""Одеська залізниця"""
446197,514071,72,480600,503820,"2013-07-30",17,503820,503820,529200,TRUE,"ДП ""Одеська залізниця"""
445278,513399,72,1416000,1452000,"2013-07-24",17,1452000,1452000,1526400,TRUE,"ДП ""Одеська залізниця"""
450523,518280,72,1400803,1390370.4,"2013-08-23",17,1390370.4,1390370.4,1459926.3,TRUE,"ДП ""Одеська залізниця"""
447413,514507,72,161262,159966,"2013-07-30",17,159966,159966,167640,TRUE,"ДП ""Одеська залізниця"""
453246,521950,72,517650,510510,"2013-09-20",17,510510,510510,535500,TRUE,"ДП ""Одеська залізниця"""
453237,521952,72,1635443,1612885.56,"2013-09-20",17,1612885.56,1612885.56,1691838,TRUE,"ДП ""Одеська залізниця"""
453111,521941,72,1923135,1896609,"2013-09-20",17,1896609,1896609,1991439.6,TRUE,"ДП ""Одеська залізниця"""
455612,526747,72,496090,495090,"2013-10-24",17,495090,495090,519846,TRUE,"ДП ""Одеська залізниця"""
453242,521942,72,1905822,1879534.8,"2013-09-20",17,1879534.8,1879534.8,1971540,TRUE,"ДП ""Одеська залізниця"""
453109,521924,72,1995084,1967565.6,"2013-09-20",17,1967565.6,1967565.6,2065944.24,TRUE,"ДП ""Одеська залізниця"""
455599,526751,72,595821.6,595821.6,"2013-10-24",17,595821.6,595821.6,625614.36,TRUE,"ДП ""Одеська залізниця"""
