"purchase_id","contract_id","buyer_id","purchase_cost_uah","volume_uah","contract_date","region_id","volume","winner.bid","loser_bid","winner","buyer_name"
456264,523850,230,8453100,8891185.2,"2013-10-04",3,8891185.2,891185.2,9197234,TRUE,"Служба автомобільних доріг в АР Крим держагентства автомобільних доріг України"
456243,523849,230,5636500,5997354,"2013-10-04",3,5997354,5997354,6512998.7,TRUE,"Служба автомобільних доріг в АР Крим держагентства автомобільних доріг України"
456266,523851,230,3050000,4669083.6,"2013-10-04",3,4669083.6,4669083.6,4670721.17,TRUE,"Служба автомобільних доріг в АР Крим держагентства автомобільних доріг України"
456272,523855,230,16400000,13303305.6,"2013-10-07",3,13303305.6,13303305.6,13304853.6,TRUE,"Служба автомобільних доріг в АР Крим держагентства автомобільних доріг України"
456237,523846,230,2630000,3103311.6,"2013-10-04",3,3103311.6,3103311.6,3370967.4,TRUE,"Служба автомобільних доріг в АР Крим держагентства автомобільних доріг України"
456269,523853,230,3900000,3281487.6,"2013-10-07",3,3281487.6,3281487.6,3281786.2,TRUE,"Служба автомобільних доріг в АР Крим держагентства автомобільних доріг України"
456289,523856,230,4900000,8353408.8,"2013-10-07",3,8353408.8,8353408.8,9251296.2,TRUE,"Служба автомобільних доріг в АР Крим держагентства автомобільних доріг України"
459700,528139,230,9162728,9162048,"2013-11-01",3,9162048,9162048,9162432,TRUE,"Служба автомобільних доріг в АР Крим держагентства автомобільних доріг України"
459698,528138,230,2333737,2330966.4,"2013-11-01",3,2330966.4,2330966.4,2331127.2,TRUE,"Служба автомобільних доріг в АР Крим держагентства автомобільних доріг України"
459697,528136,230,11523682,11523256.8,"2013-11-01",3,11523256.8,11523256.8,11523480,TRUE,"Служба автомобільних доріг в АР Крим держагентства автомобільних доріг України"
463244,533072,230,1e+06,999904.8,"2013-12-02",3,999904.8,999904.8,1018296.2,TRUE,"Служба автомобільних доріг в АР Крим держагентства автомобільних доріг України"
459702,530733,230,9989777,9989238,"2013-11-18",3,9989238,9989238,9989569.2,TRUE,"Служба автомобільних доріг в АР Крим держагентства автомобільних доріг України"
463242,533087,230,612150,612001.2,"2013-12-02",3,612001.2,612001.12,612101.77,TRUE,"Служба автомобільних доріг в АР Крим держагентства автомобільних доріг України"
463246,533083,230,295996,295894.8,"2013-12-02",3,295894.8,295894.8,303282.44,TRUE,"Служба автомобільних доріг в АР Крим держагентства автомобільних доріг України"
463240,533085,230,816250,816049.2,"2013-12-02",3,816049.2,816049.2,816239.21,TRUE,"Служба автомобільних доріг в АР Крим держагентства автомобільних доріг України"
