"purchase_id","contract_id","buyer_id","purchase_cost_uah","volume_uah","contract_date","region_id","volume","winner.bid","loser_bid","winner","buyer_name"
232205,244944,70235,NA,1792380,"2011-11-07",15,1792380,1792380,1818000,TRUE,"ПАТ по газопостачанню та газифікації ""Львівгаз"""
229230,247608,591,NA,198000,"2011-11-16",1,198000,198000,199440,TRUE,"Національний університет біоресурсів і природокористування України"
440773,509161,148798,230000,196000,"2013-06-27",24,196000,196000,197950,TRUE,"Житлово-експлуатаційна контора №3 м.Хмельницького"
440696,508978,150086,230000,196000,"2013-06-26",24,196000,196000,197950,TRUE,"Житлово-експлуатаційна контора №5 м.Хмельницького"
440772,509164,149385,230000,196000,"2013-06-27",24,196000,196000,197950,TRUE,"Житлово-експлуатаційна контора №2 м.Хмельницького"
453650,516782,72146,186000,186000,"2013-08-16",12,186000,186000,197200,TRUE,"Згурівська селищна рада Київської області"
451264,519396,666,1374100,1278785.16,"2013-09-03",1,1278785.16,1278785.16,1304409.6,TRUE,"Міністерство оборони України"
451547,521537,71097,1221672.51,1150445.1,"2013-09-17",1,1150445.1,1150445.1,1178255.7,TRUE,"ПАТ ""Укртрансгаз"" в особі філії ""Агрогаз"" "
458696,526897,87137,3e+05,219900,"2013-10-25",15,219900,219900,224220,TRUE,"Пустомитівське міське житлово-комунальне підприємство Львівської області"
527607,608640,163991,270000,255000,"2014-07-30",16,255000,255000,261000,TRUE,"Казанківський професійний аграрний ліцей Миколаївської області"
526422,616472,55298,260000,234000,"2014-09-29",25,234000,234000,236160,TRUE,"Департамент економіки та розвитку Черкаської міськради"
524551,606371,38657,7e+06,6436238.64,"2014-07-21",17,6436238.64,6436302,6758107,TRUE,"ПАТ ""ЕК Одесаобленерго"""
538825,621606,84708,465080,457607.1,"2014-11-05",6,457607.1,457607.1,489082.5,TRUE,"Комунальне підприємство Дніпродзержинської міськради ""Зеленбуд"" Дніпропетровської області"
541457,638485,1333,3252961.08,5681865.6,"2015-01-13",1,5681865.6,5681865.6,6818260.32,TRUE,"ПАТ ""Київенерго"""
540060,639512,1261,120234,186219.28,"2015-01-14",7,186219.28,186219.28,197150,TRUE,"ПАТ ""Укртрансгаз"" Філія ""УМГ ""Донбастрансгаз"""
555243,652905,40726,2807131.2,2789896.8,"2015-02-11",13,2789896.8,2789896.8,2807067.84,TRUE,"ПАТ ""Кіровоградобленерго"""
