"purchase_id","contract_id","buyer_id","purchase_cost_uah","volume_uah","contract_date","region_id","volume","winner.bid","loser_bid","winner","buyer_name"
223656,245962,2341,NA,474540,"2011-11-07",16,474540,474540,522024,TRUE,"Територіальне управління державної судової адміністрації в Миколаївській області ДСА України"
210249,233474,89885,NA,424320,"2011-10-03",21,424320,424320,466848,TRUE,"Територіальне управління ДСА України у Тернопільській області"
372251,409908,1322,176601.6,176628.8,"2012-10-05",8,176628.8,176628.8,203076,TRUE,"Територіальне управління ДСА України в Житомирській області"
397338,462118,318,3e+05,259500,"2013-02-13",1,259500,259500,267000,TRUE,"Вищий господарський суд України"
440660,501186,6259,216400,207599.7,"2013-05-22",10,207599.7,207599.7,238821,TRUE,"Територіальне управління ДСА України в Запорізькій області"
434106,494959,902,320000,319388.83,"2013-04-26",14,319388.83,319388.83,367270.85,TRUE,"Територіальне управління ДСА України в Луганській області"
434357,487418,4787,196000,154364.4,"2013-04-03",18,154364.4,154404,177516,TRUE,"Територіальне управління ДСА України в Полтавській області"
437084,503240,87914,5e+05,267943.2,"2013-06-03",3,267943.2,267943.2,308137.2,TRUE,"Територіальне управління державної судової адміністрації України в АР Крим"
436183,496673,63435,333000,332808,"2013-05-07",17,332808,332808,382746,TRUE,"Територіальне управління ДСА України в Одеській області"
442088,505848,60943,395000,381837.6,"2013-06-13",4,381837.6,381837.6,439178.4,TRUE,"Територіальне управління ДСА України в Вінницькій області"
446128,509421,6854,250000,248356.8,"2013-07-01",1,248356.8,248436,266464.8,TRUE,"Територіальне управління ДСА України в Київській області"
514991,597846,60943,370000,361107.6,"2014-05-28",4,361107.6,361107,397278,TRUE,"Територіальне управління ДСА України в Вінницькій області"
520043,599413,902,282000,272462.4,"2014-06-06",14,272462.4,272462.4,368761.68,TRUE,"Територіальне управління ДСА України в Луганській області"
521731,602202,6854,250000,249568.2,"2014-06-23",1,249568.2,249568,286912,TRUE,"Територіальне управління ДСА України в Київській області"
519668,602252,63435,367900,349430.4,"2014-06-19",17,349430.4,349470,384393.6,TRUE,"Територіальне управління ДСА України в Одеській області"
520544,598359,6259,3e+05,268431.24,"2014-05-30",10,268431.24,268431.24,295291.92,TRUE,"Територіальне управління ДСА України в Запорізькій області"
531083,612876,200,619084.8,619047.6,"2014-09-01",7,619047.6,619047.6,680952.52,TRUE,"Територіальне управління ДСА України в Донецькій області"
523041,603514,6105,226678.8,183276,"2014-07-01",15,183276,183276,210780,TRUE,"Територіальне управління Державної судової адміністрації України в Львівській області"
