"purchase_id","contract_id","buyer_id","purchase_cost_uah","volume_uah","contract_date","region_id","volume","winner.bid","loser_bid","winner","buyer_name"
436170,496919,63435,506000,505302,"2013-05-07",17,505302,505302,581086.8,TRUE,"Територіальне управління ДСА України в Одеській області"
432620,495072,87914,5e+05,332179.2,"2013-04-26",3,332179.2,332199,381984,TRUE,"Територіальне управління державної судової адміністрації України в АР Крим"
435509,497304,3974,4e+05,399016.8,"2013-05-07",1,399016.8,399016.8,458876,TRUE,"Територіальне управління ДСА України в м.Києві"
446035,509422,6854,410000,407815.2,"2013-07-01",1,407815.2,407815.2,445737.6,TRUE,"Територіальне управління ДСА України в Київській області"
521735,602201,6854,410000,409896,"2014-06-23",1,409896,409896,455049,TRUE,"Територіальне управління ДСА України в Київській області"
520542,598360,6259,4e+05,363231.96,"2014-05-30",10,363231.96,363231.96,403132.8,TRUE,"Територіальне управління ДСА України в Запорізькій області"
517788,599200,3974,320000,319226.4,"2014-06-04",1,319226.4,319226.4,351136.8,TRUE,"Територіальне управління ДСА України в м.Києві"
519660,602249,63435,527300,488721.6,"2014-06-19",17,488721.6,488721.6,537580.8,TRUE,"Територіальне управління ДСА України в Одеській області"
523102,603513,6105,512662.8,296726.4,"2014-07-01",15,296726.4,296766,341280,TRUE,"Територіальне управління Державної судової адміністрації України в Львівській області"
524127,606157,200,506779,506100,"2014-07-17",7,506100,506100,554418,TRUE,"Територіальне управління ДСА України в Донецькій області"
