"purchase_id","contract_id","buyer_id","purchase_cost_uah","volume_uah","contract_date","region_id","volume","winner.bid","loser_bid","winner","buyer_name"
370097,413794,3009,29600,29596.8,"2012-10-22",14,29596.8,29596.8,30480,TRUE,"Четвертий воєнізований гірничорятувальний загін державної воєнізованої гірничорятувальної служби у вугільній промисловості України"
372897,415544,4912,29600,29596.8,"2012-10-30",14,29596.8,29596.8,30480,TRUE,"Другий воєнізований гірничорятувальний загін "
384445,428003,86,1710150,1710150,"2012-12-17",7,1710150,1710151,1767721,TRUE,"ДП ""Орджонікідзевугілля"""
385979,428548,1756,416180,416178,"2012-12-18",7,416178,416178,430920,TRUE,"ДП ""Шахтоуправління ""Південнодонбаське №1"""
385842,430528,1803,352320,352320,"2012-12-21",7,352320,352320,364800,TRUE,"ДП ""Шахтарськантрацит"""
406808,488001,26206,387000,362420.4,"2013-04-04",7,362420.4,362420.4,374100,TRUE,"ДП ""Шахта №17-17 ""біс"""
433863,499146,4904,326784.24,326784.24,"2013-05-15",7,326784.24,326784.24,336589.6,TRUE,"Перший воєнізований гірничорятувальний загін"
426577,488832,2466,210117.6,210011.4,"2013-04-08",14,210011.4,210011.4,216313.43,TRUE,"Сьомий воєнізований гірничорятувальний загін Міністерства енергетики та вугільної промисловості України"
432192,496122,4905,238283,238282.32,"2013-04-30",15,238282.32,238282.32,245432.7,TRUE,"Львівсько-Волинський воєнізований гірничорятувальний (аварійно-рятувальний) загін Державної воєнізованої гірничорятувальної служби у вугільній промисловості"
435465,499358,51791,233700,222300,"2013-05-14",7,222300,222300,230850,TRUE,"ДП ""Донецька обласна дирекція з ліквідації збиткових вугледобувних та вуглепереробних підприємств"""
431021,496952,4906,408474,408473.34,"2013-05-07",14,408473.34,408473.34,420727.2,TRUE,"П’ятий воєнізований гірничорятувальний загін Державної воєнізованої гірничорятувальної служби у вугільній промисловості України"
446009,511236,51791,329800,329142.18,"2013-07-09",7,329142.18,329160,339120,TRUE,"ДП ""Донецька обласна дирекція з ліквідації збиткових вугледобувних та вуглепереробних підприємств"""
458619,526776,86,1682450,1683979.5,"2013-10-24",7,1683979.5,1683980.5,1735651,TRUE,"ДП ""Орджонікідзевугілля"""
457453,529846,462,1977507,1750392,"2013-11-12",7,1750392,1750392,1806000,TRUE,"ДП ""Донбасантрацит"""
458634,526778,86,1834480,1834378.8,"2013-10-24",7,1834378.8,1834379.8,1890601,TRUE,"ДП ""Орджонікідзевугілля"""
450810,515549,159,270000,263359.2,"2013-08-09",7,263359.2,263359.2,271440,TRUE,"ДП ""Укршахтгідрозахист"" "
457598,525367,4906,99000,99000,"2013-10-15",14,99000,99000,101700,TRUE,"П’ятий воєнізований гірничорятувальний загін Державної воєнізованої гірничорятувальної служби у вугільній промисловості України"
452885,522976,340,5800000,8090343,"2013-09-30",7,8090343,8090343,8338500,TRUE,"ДП ""Макіїввугілля"" "
460361,531244,16046,1900000,1850751.06,"2013-11-19",6,1850751.06,1850751.06,1908662,TRUE,"Державний воєнізований гірничорятувальний (аварійно-рятувальний) загін Державної служби України з надзвичайних ситуацій"
504674,592299,51791,756000,730537.92,"2014-04-24",7,730537.92,730629,752220,TRUE,"ДП ""Донецька обласна дирекція з ліквідації збиткових вугледобувних та вуглепереробних підприємств"""
507211,590825,159,353300,349999.68,"2014-04-22",7,349999.68,350000,384285,TRUE,"ДП ""Укршахтгідрозахист"" "
507733,592342,51791,367360,377932.8,"2014-04-25",7,377932.8,378012,389760,TRUE,"ДП ""Донецька обласна дирекція з ліквідації збиткових вугледобувних та вуглепереробних підприємств"""
521657,603314,4904,354829.5,350316.9,"2014-07-01",7,350316.9,350316.9,360854,TRUE,"Перший воєнізований гірничорятувальний загін"
524239,600748,4912,174931.32,174931.32,"2014-06-13",14,174931.32,174931.32,180175.2,TRUE,"Другий воєнізований гірничорятувальний загін "
515002,598665,4906,443473,443472.9,"2014-06-03",14,443472.9,443472.9,456779,TRUE,"П’ятий воєнізований гірничорятувальний загін Державної воєнізованої гірничорятувальної служби у вугільній промисловості України"
516079,598676,4906,273486,299880,"2014-06-03",14,299880,299880,307500,TRUE,"П’ятий воєнізований гірничорятувальний загін Державної воєнізованої гірничорятувальної служби у вугільній промисловості України"
