"purchase_id","contract_id","buyer_id","purchase_cost_uah","volume_uah","contract_date","region_id","volume","winner.bid","loser_bid","winner","buyer_name"
391535,462087,5584,164000,110000,"2013-02-12",13,110000,110000,120000,TRUE,"Управління житлово-комунального господарства, архітектури та містобудування Олександрійської міськради Кіровоградської області"
391551,462079,5584,6e+05,444800,"2013-02-12",13,444800,444800,470000,TRUE,"Управління житлово-комунального господарства, архітектури та містобудування Олександрійської міськради Кіровоградської області"
391510,462090,5584,609000,320000,"2013-02-12",13,320000,320000,330000,TRUE,"Управління житлово-комунального господарства, архітектури та містобудування Олександрійської міськради Кіровоградської області"
391357,462094,5584,1800000,1510000,"2013-02-12",13,1510000,1510000,1550000,TRUE,"Управління житлово-комунального господарства, архітектури та містобудування Олександрійської міськради Кіровоградської області"
471311,565801,5584,2004400,1939273.3,"2014-02-14",13,1939273.3,1939273.3,2002695.41,TRUE,"Управління житлово-комунального господарства, архітектури та містобудування Олександрійської міськради Кіровоградської області"
471332,565812,5584,450000,344797.08,"2014-02-14",13,344797.08,344797.08,349757.76,TRUE,"Управління житлово-комунального господарства, архітектури та містобудування Олександрійської міськради Кіровоградської області"
471274,565781,5584,755600,752850.15,"2014-02-14",13,752850.15,752850.15,754530.24,TRUE,"Управління житлово-комунального господарства, архітектури та містобудування Олександрійської міськради Кіровоградської області"
471360,565815,5584,170000,164637.5,"2014-02-14",13,164637.5,164637.5,169793.52,TRUE,"Управління житлово-комунального господарства, архітектури та містобудування Олександрійської міськради Кіровоградської області"
554174,656111,5584,1408141.03,1016622.07,"2015-02-16",13,1016622.07,1016622.07,1404364.43,TRUE,"Управління житлово-комунального господарства, архітектури та містобудування Олександрійської міськради Кіровоградської області"
554186,652546,5584,347790.57,211414.5,"2015-02-10",13,211414.5,211414.5,344881.75,TRUE,"Управління житлово-комунального господарства, архітектури та містобудування Олександрійської міськради Кіровоградської області"
