"purchase_id","contract_id","buyer_id","purchase_cost_uah","volume_uah","contract_date","region_id","volume","winner.bid","loser_bid","winner","buyer_name"
226221,249351,7196,NA,999110.5,"2011-11-23",1,999110.5,999110.5,999442,TRUE,"Центральний друкований орган МО України ""Народна армія"""
382836,427400,7196,1698685.9,1692985.9,"2012-12-11",1,1692985.9,1692985.9,1693011.4,TRUE,"Центральний друкований орган МО України ""Народна армія"""
410322,462227,1800,33753.97,31129.11,"2013-02-12",1,31129.11,31129.11,31689.11,TRUE,"Університет банківської справи Національного банку України (м.Київ)"
439179,496249,1897,50000,40394.16,"2013-04-30",1,40394.16,40394.16,41353.14,TRUE,"Управління справами Верховної Ради України"
439120,496238,1897,40000,17099.04,"2013-04-30",1,17099.04,17099.04,17646.54,TRUE,"Управління справами Верховної Ради України"
455760,521503,3607,110872.51,105602.86,"2013-09-18",1,105602.86,105602.86,105686.76,TRUE,"Головне управління юстиції у місті Києві"
463475,528557,1897,139600,121389.45,"2013-11-01",1,121389.45,121389.45,121998.75,TRUE,"Управління справами Верховної Ради України"
463487,528554,1897,142900,132438.09,"2013-11-01",1,132438.09,132438.09,133012.49,TRUE,"Управління справами Верховної Ради України"
464914,536060,7196,899984.58,785855.58,"2013-12-13",1,785855.58,785855,787664,TRUE,"Центральний друкований орган МО України ""Народна армія"""
468077,541375,3607,164211.72,163419.25,"2013-12-30",1,163419.25,163419.25,163615.05,TRUE,"Головне управління юстиції у місті Києві"
522198,600930,7196,1356535.75,1305864.75,"2014-06-16",1,1305864.75,1305864,1305992,TRUE,"Центральний друкований орган МО України ""Народна армія"""
545815,630684,7196,2766010.47,2540773.77,"2014-12-15",1,2540773.77,2540773,2541003,TRUE,"Центральний друкований орган МО України ""Народна армія"""
572608,656464,1800,32334,32814.01,"2015-02-17",1,32814.01,32814.01,32971.01,TRUE,"Університет банківської справи Національного банку України (м.Київ)"
