"purchase_id","contract_id","buyer_id","purchase_cost_uah","volume_uah","contract_date","region_id","volume","winner.bid","loser_bid","winner","buyer_name"
439483,503089,5506,11745151.73,11666263.66,"2013-05-31",17,11666263.66,11666263.66,11737820.27,TRUE,"Золочівська міськрада Львівської області"
451256,516511,5506,12468712,19534932.34,"2013-08-16",17,19534932.34,19534932.34,19997335.6,TRUE,"Золочівська міськрада Львівської області"
