"purchase_id","contract_id","buyer_id","purchase_cost_uah","volume_uah","contract_date","region_id","volume","winner.bid","loser_bid","winner","buyer_name"
379669,416617,10996,105000,99990,"2012-11-05",15,99990,99990,105000,TRUE,"КЗ ""Львівська обласна клінічна психіатрична лікарня"""
402485,465622,3370,349420,250412,"2013-02-19",15,250412,250412,269164,TRUE,"Львівська обласна клінічна лікарня"
393768,461911,13336,250000,220000,"2013-02-13",15,220000,220000,240000,TRUE,"Відділ освіти Франківського району Управління освіти Департаменту гуманітарної політики Львівської міськради"
402986,452929,1985,150000,144000,"2013-01-29",15,144000,144000,148000,TRUE,"Відділ освіти Сихівського району Управління освіти Департаменту гуманітарної політики Львівської міськради"
393866,464640,13336,764300,746000,"2013-02-18",15,746000,746000,748240,TRUE,"Відділ освіти Франківського району Управління освіти Департаменту гуманітарної політики Львівської міськради"
391437,459370,10841,280000,276500,"2013-02-08",15,276500,276500,280000,TRUE,"Комунальний заклад Львівської облради ""Львівський обласний госпіталь інвалідів війни та репресованих імені Юрія Липи"""
412987,465032,1519,133500,101125,"2013-02-18",15,101125,101125,102263,TRUE,"ПУСТОМИТІВСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ ЛЬВІВСЬКОЇ ОБЛАСТІ"
401191,456340,10996,345386,340900,"2013-02-04",15,340900,340900,345350,TRUE,"КЗ ""Львівська обласна клінічна психіатрична лікарня"""
401987,446489,16179,240500,218300,"2013-01-21",15,218300,218300,222000,TRUE,"Комунальна міська клінічна лікарня швидкої медичної допомоги м.Львова"
401996,446484,16179,322780,288360,"2013-01-21",15,288360,288360,300700,TRUE,"Комунальна міська клінічна лікарня швидкої медичної допомоги м.Львова"
404913,469868,10996,155712.5,145425,"2013-02-26",15,145425,145425,149580,TRUE,"КЗ ""Львівська обласна клінічна психіатрична лікарня"""
404923,469875,10996,221977.8,219780,"2013-02-26",15,219780,219780,221911.2,TRUE,"КЗ ""Львівська обласна клінічна психіатрична лікарня"""
441916,502648,4242,99200,62400,"2013-05-30",15,62400,75600,62400,FALSE,"Санаторій ""Трускавець"" СБ України"
