"purchase_id","contract_id","buyer_id","purchase_cost_uah","volume_uah","contract_date","region_id","volume","winner.bid","loser_bid","winner","buyer_name"
390589,452823,6593,162669.6,215085.36,"2013-01-29",3,215085.36,215085,225930,TRUE,"Комунальна установа по централізованому бухгалтерському обліку №2 управління освіти Керченської міськради АР Крим"
390595,452832,6593,354504.5,342853.12,"2013-01-29",3,342853.12,342853,370469,TRUE,"Комунальна установа по централізованому бухгалтерському обліку №2 управління освіти Керченської міськради АР Крим"
390583,452835,6593,557457,601353,"2013-01-29",3,601353,601353,635591,TRUE,"Комунальна установа по централізованому бухгалтерському обліку №2 управління освіти Керченської міськради АР Крим"
390599,452839,6593,507033.5,595041.8,"2013-01-29",3,595041.8,595041,624320,TRUE,"Комунальна установа по централізованому бухгалтерському обліку №2 управління освіти Керченської міськради АР Крим"
395575,463776,6594,124120.75,126178,"2013-02-15",3,126178,126187.2,127147.32,TRUE,"Комунальна установа по централізованому бухгалтерському обліку №1 управління освіти Керченської міськради АР Крим"
392901,463757,6594,155363,179406,"2013-02-14",3,179406,179551.5,191275.8,TRUE,"Комунальна установа по централізованому бухгалтерському обліку №1 управління освіти Керченської міськради АР Крим"
395433,463763,6594,263194,250052.09,"2013-02-15",3,250052.09,250090.88,273360.4,TRUE,"Комунальна установа по централізованому бухгалтерському обліку №1 управління освіти Керченської міськради АР Крим"
395437,463766,6594,253743,304473.7,"2013-02-15",3,304473.7,304715.35,318062.69,TRUE,"Комунальна установа по централізованому бухгалтерському обліку №1 управління освіти Керченської міськради АР Крим"
395444,463792,6594,112221,148381.1,"2013-02-15",3,148381.1,148382.29,155863.75,TRUE,"Комунальна установа по централізованому бухгалтерському обліку №1 управління освіти Керченської міськради АР Крим"
392693,463635,6594,410077.5,397239,"2013-02-14",3,397239,397307.4,398491.4,TRUE,"Комунальна установа по централізованому бухгалтерському обліку №1 управління освіти Керченської міськради АР Крим"
395595,463785,6594,102168,101174.7,"2013-02-15",3,101174.7,7.13,102175.2,TRUE,"Комунальна установа по централізованому бухгалтерському обліку №1 управління освіти Керченської міськради АР Крим"
392757,452822,6593,1304982,1294625,"2013-01-29",3,1294625,1294625,1325696,TRUE,"Комунальна установа по централізованому бухгалтерському обліку №2 управління освіти Керченської міськради АР Крим"
392593,463609,6594,563008,463000,"2013-02-14",3,463000,463062.5,474176,TRUE,"Комунальна установа по централізованому бухгалтерському обліку №1 управління освіти Керченської міськради АР Крим"
392684,463625,6594,868820.7,925940.4,"2013-02-14",3,925940.4,925971.2,934990.4,TRUE,"Комунальна установа по централізованому бухгалтерському обліку №1 управління освіти Керченської міськради АР Крим"
