"purchase_id","contract_id","buyer_id","purchase_cost_uah","volume_uah","contract_date","region_id","volume","winner.bid","loser_bid","winner","buyer_name"
443988,510832,416,910610.7,975151.2,"2013-07-08",6,975151.2,975151.2,1023942,TRUE,"ДП ""Придніпровська залізниця"""
448338,514051,416,120000,120000,"2013-07-30",6,120000,120000,126000,TRUE,"ДП ""Придніпровська залізниця"""
442199,509600,416,632712,632712,"2013-07-01",6,632712,632712,664347.6,TRUE,"ДП ""Придніпровська залізниця"""
439885,510624,416,678759,696204,"2013-07-05",6,696204,696204,728916,TRUE,"ДП ""Придніпровська залізниця"""
448286,514105,416,5332500,5298972,"2013-07-31",6,5298972,5298972,5516280,TRUE,"ДП ""Придніпровська залізниця"""
442206,508417,416,175824,193406.4,"2013-06-25",6,193406.4,193406.4,201000,TRUE,"ДП ""Придніпровська залізниця"""
444636,514022,416,252486.72,313779.6,"2013-07-30",6,313779.6,313779.6,328662,TRUE,"ДП ""Придніпровська залізниця"""
454027,524456,416,136440,136500,"2013-10-04",6,136500,136500,143280,TRUE,"ДП ""Придніпровська залізниця"""
459981,532911,72,188928,188928,"2013-11-29",17,188928,188928,198720,TRUE,"ДП ""Одеська залізниця"""
461947,534792,72,4494850,4494998.76,"2013-12-06",17,4494998.76,4494998.76,4700000,TRUE,"ДП ""Одеська залізниця"""
463959,538780,72,272000,262611.84,"2013-12-20",17,262611.84,262611.84,275520,TRUE,"ДП ""Одеська залізниця"""
