"purchase_id","contract_id","buyer_id","purchase_cost_uah","volume_uah","contract_date","region_id","volume","winner.bid","loser_bid","winner","buyer_name"
407858,455918,43830,199000,188500,"2013-02-01",24,188500,188500,199000,TRUE,"Кам'янець-Подільський ліцей з посиленою військово-фізичною підготовкою Хмельницької області"
407851,455834,43830,199000,125400,"2013-02-01",24,125400,125400,183800,TRUE,"Кам'янець-Подільський ліцей з посиленою військово-фізичною підготовкою Хмельницької області"
407844,455986,43830,199000,140014,"2013-02-01",24,140014,140014,191932,TRUE,"Кам'янець-Подільський ліцей з посиленою військово-фізичною підготовкою Хмельницької області"
479289,553647,43830,190000,278784,"2014-01-24",24,278784,278784,293826,TRUE,"Кам'янець-Подільський ліцей з посиленою військово-фізичною підготовкою Хмельницької області"
479276,553643,43830,190000,193830,"2014-01-24",24,193830,193830,195250,TRUE,"Кам'янець-Подільський ліцей з посиленою військово-фізичною підготовкою Хмельницької області"
479247,553641,43830,190000,199400,"2014-01-24",24,199400,199400,199765,TRUE,"Кам'янець-Подільський ліцей з посиленою військово-фізичною підготовкою Хмельницької області"
484394,563401,62855,168903,137200,"2014-02-11",24,137200,137200,154350,TRUE,"Відділ освіти, молоді та спорту Хмельницької районної державної адміністрації"
484527,566207,62855,297000,265500,"2014-02-18",24,265500,265500,270000,TRUE,"Відділ освіти, молоді та спорту Хмельницької районної державної адміністрації"
484498,566204,62855,237600.5,201150,"2014-02-18",24,201150,201150,252000,TRUE,"Відділ освіти, молоді та спорту Хмельницької районної державної адміністрації"
484548,579164,62855,232643.4,181440,"2014-03-17",24,181440,181440,201324,TRUE,"Відділ освіти, молоді та спорту Хмельницької районної державної адміністрації"
484558,566211,62855,310200,274010,"2014-02-18",24,274010,274010,325710,TRUE,"Відділ освіти, молоді та спорту Хмельницької районної державної адміністрації"
539981,617589,5181,120000,54000,"2014-10-09",24,54000,54021,67001.5,TRUE,"Управління освіти Хмельницької міськради"
566174,647551,43830,220000,141263.7,"2015-02-02",24,141263.7,141263.7,152520.9,TRUE,"Кам'янець-Подільський ліцей з посиленою військово-фізичною підготовкою Хмельницької області"
566132,647560,43830,280000,265726,"2015-02-02",24,265726,265726,268900,TRUE,"Кам'янець-Подільський ліцей з посиленою військово-фізичною підготовкою Хмельницької області"
577668,661705,62855,271188,220950,"2015-02-26",24,220950,220950,232500,TRUE,"Відділ освіти, молоді та спорту Хмельницької районної державної адміністрації"
577677,661704,62855,299311.2,291555,"2015-02-26",24,291555,291555,299925,TRUE,"Відділ освіти, молоді та спорту Хмельницької районної державної адміністрації"
