"purchase_id","contract_id","buyer_id","purchase_cost_uah","volume_uah","contract_date","region_id","volume","winner.bid","loser_bid","winner","buyer_name"
465334,533417,4486,7e+05,696323.48,"2013-12-03",19,696323.48,696323.48,698453,TRUE,"Миколаївська державна обласна універсальна наукова бібліотека ім.О. Гмирьова"
551526,630741,9740,297100,299737.59,"2014-12-15",27,299737.59,299737.59,303906.91,TRUE,"КЗ ""Чернігівська обласна універсальна наукова бібліотека ім.В.Г. Короленка"""
