"purchase_id","contract_id","buyer_id","purchase_cost_uah","volume_uah","contract_date","region_id","volume","winner.bid","loser_bid","winner","buyer_name"
458549,526835,3923,256000,252800,"2013-10-25",7,252800,252800,262400,TRUE,"Донецький юридичний інститут МВС України"
455200,517291,8870,85500,84550,"2013-08-23",7,84550,84550,86450,TRUE,"Відділ освіти Ленінської районної у м.Донецьку ради"
455199,517295,8870,93447,93375,"2013-08-23",7,93375,93375,94360,TRUE,"Відділ освіти Ленінської районної у м.Донецьку ради"
464487,536050,3923,350000,345730,"2013-12-13",7,345730,345730,354200,TRUE,"Донецький юридичний інститут МВС України"
461151,530531,3923,270000,258840,"2013-11-15",7,258840,258840,259920,TRUE,"Донецький юридичний інститут МВС України"
498285,574343,8870,336155.25,334932,"2014-03-06",7,334932,334932,339825,TRUE,"Відділ освіти Ленінської районної у м.Донецьку ради"
498099,574358,8870,132745.3,132736.87,"2014-03-06",7,132736.87,132736.87,144130.88,TRUE,"Відділ освіти Ленінської районної у м.Донецьку ради"
498275,574341,8870,285656,284635.8,"2014-03-06",7,284635.8,284635.8,306060,TRUE,"Відділ освіти Ленінської районної у м.Донецьку ради"
498238,574359,8870,102049.87,102005.75,"2014-03-06",7,102005.75,102005.75,103300.7,TRUE,"Відділ освіти Ленінської районної у м.Донецьку ради"
498088,574352,8870,83025,107285.75,"2014-03-06",7,107285.75,107285.75,108636.2,TRUE,"Відділ освіти Ленінської районної у м.Донецьку ради"
498245,574339,8870,117562.5,117315,"2014-03-06",7,117315,117315,120037.5,TRUE,"Відділ освіти Ленінської районної у м.Донецьку ради"
498287,574350,8870,242148,241878,"2014-03-06",7,241878,241878,247699,TRUE,"Відділ освіти Ленінської районної у м.Донецьку ради"
498297,585491,8870,182286,182029.5,"2014-04-01",7,182029.5,182029.5,184362,TRUE,"Відділ освіти Ленінської районної у м.Донецьку ради"
529173,605736,10238,190000,171600,"2014-07-15",7,171600,171600,192600,TRUE,"Комунальна установа Міський комплекс ""Ветеран"" м.Донецька"
