"purchase_id","contract_id","buyer_id","purchase_cost_uah","volume_uah","contract_date","region_id","volume","winner.bid","loser_bid","winner","buyer_name"
512922,593889,24259,90000,60948,"2014-05-06",1,60948,60948,74640,TRUE,"Департамент забезпечення Державної служби спеціального зв'язку та захисту інформації України"
528378,613828,666,1568200,1366047.6,"2014-09-09",1,1366047.6,1366047.6,1426916,TRUE,"Міністерство оборони України"
