"purchase_id","contract_id","buyer_id","purchase_cost_uah","volume_uah","contract_date","region_id","volume","winner.bid","loser_bid","winner","buyer_name"
388614,428076,10244,60300,63990,"2012-12-17",22,63990,63990,64800,TRUE,"Відділ освіти виконавчого комітету  Первомайської міської ради  Харківської області"
390000,431534,10244,45000,38250,"2012-12-25",22,38250,38250,51000,TRUE,"Відділ освіти виконавчого комітету  Первомайської міської ради  Харківської області"
389985,431044,10244,57000,45500,"2012-12-24",22,45500,45500,46400,TRUE,"Відділ освіти виконавчого комітету  Первомайської міської ради  Харківської області"
388649,428841,10244,43120,36400,"2012-12-18",22,36400,36400,36680,TRUE,"Відділ освіти виконавчого комітету  Первомайської міської ради  Харківської області"
389992,433802,10244,36000,36000,"2012-12-29",22,36000,36000,39600,TRUE,"Відділ освіти виконавчого комітету  Первомайської міської ради  Харківської області"
388633,428069,10244,85400,85400,"2012-12-17",22,85400,85400,86520,TRUE,"Відділ освіти виконавчого комітету  Первомайської міської ради  Харківської області"
390012,431538,10244,57264,47410,"2012-12-25",22,47410,47410,51884,TRUE,"Відділ освіти виконавчого комітету  Первомайської міської ради  Харківської області"
388679,429609,10244,106000,1e+05,"2012-12-20",22,1e+05,1e+05,102000,TRUE,"Відділ освіти виконавчого комітету  Первомайської міської ради  Харківської області"
418942,469052,10244,393380,359337.5,"2013-02-25",22,359337.5,359337.5,360850,TRUE,"Відділ освіти виконавчого комітету  Первомайської міської ради  Харківської області"
422975,474398,10244,111886,111879,"2013-03-05",22,111879,111879,113683.5,TRUE,"Відділ освіти виконавчого комітету  Первомайської міської ради  Харківської області"
