"purchase_id","contract_id","buyer_id","purchase_cost_uah","volume_uah","contract_date","region_id","code.x","winner.x","bid.x","seller_region_id.x","code.y","winner.y","bid.y","seller_region_id.y","volume.x","volume.y","winner","loser","winner.reg","loser.reg","win_volume","lose_volume","buyer_name","winner_name","winner_id","loser_name","loser_id"
410580,474081,217314,9300000,9300000,"2013-03-04",10,"03341598",FALSE,42982.8,6,"03345076",TRUE,38781.18,10,0,9300000,"03345076","03341598",10,6,9300000,42982.8,"Департамент житлово-комунального господарства Запорізької міськради","КП електромереж зовнішнього освітлення ""Запоріжміськсвітло""",3161,"КП ""Міськсвітло"" Дніпропетровської міськради",3109
410574,473990,217314,1300000,1300000,"2013-03-04",10,"03341598",FALSE,82800,6,"03345076",TRUE,77103.6,10,0,1300000,"03345076","03341598",10,6,1300000,82800,"Департамент житлово-комунального господарства Запорізької міськради","КП електромереж зовнішнього освітлення ""Запоріжміськсвітло""",3161,"КП ""Міськсвітло"" Дніпропетровської міськради",3109
430176,486847,708,11309317,11309316.94,"2013-04-02",6,"03341598",TRUE,11309316.94,6,"03345076",FALSE,11319318.6,10,11309316.94,0,"03341598","03345076",6,10,11309316.94,11319318.6,"Департамент комунального господарства та капітального будівництва Дніпропетровської міськради ","КП ""Міськсвітло"" Дніпропетровської міськради",3109,"КП електромереж зовнішнього освітлення ""Запоріжміськсвітло""",3161
430200,486728,708,4400000,4399994.75,"2013-04-02",6,"03341598",TRUE,4399994.75,6,"03345076",FALSE,4540400,10,4399994.75,0,"03341598","03345076",6,10,4399994.75,4540400,"Департамент комунального господарства та капітального будівництва Дніпропетровської міськради ","КП ""Міськсвітло"" Дніпропетровської міськради",3109,"КП електромереж зовнішнього освітлення ""Запоріжміськсвітло""",3161
463768,533258,708,5e+05,499830.11,"2013-12-03",6,"03341598",TRUE,499830.11,6,"03345076",FALSE,516465.31,10,499830.11,0,"03341598","03345076",6,10,499830.11,516465.31,"Департамент комунального господарства та капітального будівництва Дніпропетровської міськради ","КП ""Міськсвітло"" Дніпропетровської міськради",3109,"КП електромереж зовнішнього освітлення ""Запоріжміськсвітло""",3161
466223,534454,708,530000,529993.75,"2013-12-10",6,"03341598",TRUE,529993.75,6,"03345076",FALSE,535506.75,10,529993.75,0,"03341598","03345076",6,10,529993.75,535506.75,"Департамент комунального господарства та капітального будівництва Дніпропетровської міськради ","КП ""Міськсвітло"" Дніпропетровської міськради",3109,"КП електромереж зовнішнього освітлення ""Запоріжміськсвітло""",3161
486791,584305,217314,10881000,10881000,"2014-03-28",10,"03341598",FALSE,21687.6,6,"03345076",TRUE,19944,10,0,10881000,"03345076","03341598",10,6,10881000,21687.6,"Департамент житлово-комунального господарства Запорізької міськради","КП електромереж зовнішнього освітлення ""Запоріжміськсвітло""",3161,"КП ""Міськсвітло"" Дніпропетровської міськради",3109
486805,584291,217314,2380593,2380593,"2014-03-28",10,"03341598",FALSE,453794.4,6,"03345076",TRUE,341544,10,0,2380593,"03345076","03341598",10,6,2380593,453794.4,"Департамент житлово-комунального господарства Запорізької міськради","КП електромереж зовнішнього освітлення ""Запоріжміськсвітло""",3161,"КП ""Міськсвітло"" Дніпропетровської міськради",3109
507662,586455,708,4675186.14,4674360.96,"2014-04-04",6,"03341598",TRUE,4674360.96,6,"03345076",FALSE,4675185.26,10,4674360.96,0,"03341598","03345076",6,10,4674360.96,4675185.26,"Департамент комунального господарства та капітального будівництва Дніпропетровської міськради ","КП ""Міськсвітло"" Дніпропетровської міськради",3109,"КП електромереж зовнішнього освітлення ""Запоріжміськсвітло""",3161
507657,586461,708,14038306.51,14037808.69,"2014-04-04",6,"03341598",TRUE,14037808.69,6,"03345076",FALSE,14037922.68,10,14037808.69,0,"03341598","03345076",6,10,14037808.69,14037922.68,"Департамент комунального господарства та капітального будівництва Дніпропетровської міськради ","КП ""Міськсвітло"" Дніпропетровської міськради",3109,"КП електромереж зовнішнього освітлення ""Запоріжміськсвітло""",3161
