"purchase_id","contract_id","buyer_id","purchase_cost_uah","volume_uah","contract_date","region_id","code.x","winner.x","bid.x","seller_region_id.x","code.y","winner.y","bid.y","seller_region_id.y","volume.x","volume.y","winner","loser","winner.reg","loser.reg","win_volume","lose_volume","buyer_name","winner_name","winner_id","loser_name","loser_id"
432542,492389,5262,414002.04,411896.9,"2013-04-19",7,"25326688",FALSE,420425.8,7,"35636927",TRUE,411896.9,7,0,411896.9,"35636927","25326688",7,7,411896.9,420425.8,"Торезький психоневрологічний інтернат з дитячим відділенням Департаменту соціального захисту населення Донецької обласної державної адміністрації ","ТОВ ""Продинфо""",45171,"ТОВ Укрпродукт",20205
425977,494079,10189,361785.6,208375,"2013-04-23",7,"25326688",TRUE,208375,7,"35636927",FALSE,216707.5,7,208375,0,"25326688","35636927",7,7,208375,216707.5,"Донецький будинок-інтернат для громадян похилого віку та інвалідів","ТОВ Укрпродукт",20205,"ТОВ ""Продинфо""",45171
432572,492403,5262,387837.2,405623,"2013-04-19",7,"25326688",FALSE,416475.3,7,"35636927",TRUE,405623,7,0,405623,"35636927","25326688",7,7,405623,416475.3,"Торезький психоневрологічний інтернат з дитячим відділенням Департаменту соціального захисту населення Донецької обласної державної адміністрації ","ТОВ ""Продинфо""",45171,"ТОВ Укрпродукт",20205
432423,492362,5262,172640,182467.2,"2013-04-19",7,"25326688",FALSE,188177.6,7,"35636927",TRUE,182467.2,7,0,182467.2,"35636927","25326688",7,7,182467.2,188177.6,"Торезький психоневрологічний інтернат з дитячим відділенням Департаменту соціального захисту населення Донецької обласної державної адміністрації ","ТОВ ""Продинфо""",45171,"ТОВ Укрпродукт",20205
426006,494065,10189,356176,320940,"2013-04-23",7,"25326688",TRUE,320940,7,"35636927",FALSE,335780,7,320940,0,"25326688","35636927",7,7,320940,335780,"Донецький будинок-інтернат для громадян похилого віку та інвалідів","ТОВ Укрпродукт",20205,"ТОВ ""Продинфо""",45171
426017,494053,10189,225500,225992,"2013-04-23",7,"25326688",TRUE,225992,7,"35636927",FALSE,235832,7,225992,0,"25326688","35636927",7,7,225992,235832,"Донецький будинок-інтернат для громадян похилого віку та інвалідів","ТОВ Укрпродукт",20205,"ТОВ ""Продинфо""",45171
426016,494059,10189,180681,220920,"2013-04-23",7,"25326688",TRUE,220920,7,"35636927",FALSE,239330,7,220920,0,"25326688","35636927",7,7,220920,239330,"Донецький будинок-інтернат для громадян похилого віку та інвалідів","ТОВ Укрпродукт",20205,"ТОВ ""Продинфо""",45171
425991,494076,10189,143761.44,184379.92,"2013-04-23",7,"25326688",TRUE,184379.92,7,"35636927",FALSE,191579.76,7,184379.92,0,"25326688","35636927",7,7,184379.92,191579.76,"Донецький будинок-інтернат для громадян похилого віку та інвалідів","ТОВ Укрпродукт",20205,"ТОВ ""Продинфо""",45171
426001,494070,10189,195160,197100,"2013-04-23",7,"25326688",TRUE,197100,7,"35636927",FALSE,204060,7,197100,0,"25326688","35636927",7,7,197100,204060,"Донецький будинок-інтернат для громадян похилого віку та інвалідів","ТОВ Укрпродукт",20205,"ТОВ ""Продинфо""",45171
426012,494062,10189,218286,169300,"2013-04-23",7,"25326688",TRUE,169300,7,"35636927",FALSE,178735,7,169300,0,"25326688","35636927",7,7,169300,178735,"Донецький будинок-інтернат для громадян похилого віку та інвалідів","ТОВ Укрпродукт",20205,"ТОВ ""Продинфо""",45171
