"purchase_id","contract_id","buyer_id","purchase_cost_uah","volume_uah","contract_date","region_id","code.x","winner.x","bid.x","seller_region_id.x","code.y","winner.y","bid.y","seller_region_id.y","volume.x","volume.y","winner","loser","winner.reg","loser.reg","win_volume","lose_volume","buyer_name","winner_name","winner_id","loser_name","loser_id"
406942,458837,551,250050,257700,"2013-02-07",1,"23717551",TRUE,257700,1,"30757072",FALSE,258000,1,257700,0,"23717551","30757072",1,1,257700,258000,"Управління освіти Оболонської районної в місті Києві державної адміністрації","ПП ""Ніка-1""",16496,"ПП Торгпродсервіс",28006
402869,455549,551,646420,620040,"2013-02-01",1,"23717551",TRUE,620040,1,"30757072",FALSE,651000,1,620040,0,"23717551","30757072",1,1,620040,651000,"Управління освіти Оболонської районної в місті Києві державної адміністрації","ПП ""Ніка-1""",16496,"ПП Торгпродсервіс",28006
402867,455559,551,199055.25,212754,"2013-02-01",1,"23717551",TRUE,212754,1,"30757072",FALSE,213028.25,1,212754,0,"23717551","30757072",1,1,212754,213028.25,"Управління освіти Оболонської районної в місті Києві державної адміністрації","ПП ""Ніка-1""",16496,"ПП Торгпродсервіс",28006
406876,458847,551,226800,227250,"2013-02-07",1,"23717551",TRUE,227250,1,"30757072",FALSE,228600,1,227250,0,"23717551","30757072",1,1,227250,228600,"Управління освіти Оболонської районної в місті Києві державної адміністрації","ПП ""Ніка-1""",16496,"ПП Торгпродсервіс",28006
402928,455511,551,950100,938000,"2013-02-01",1,"23717551",TRUE,938000,1,"30757072",FALSE,939450,1,938000,0,"23717551","30757072",1,1,938000,939450,"Управління освіти Оболонської районної в місті Києві державної адміністрації","ПП ""Ніка-1""",16496,"ПП Торгпродсервіс",28006
397711,468465,551,384800,392200,"2013-02-22",1,"23717551",TRUE,392200,1,"30757072",FALSE,395900,1,392200,0,"23717551","30757072",1,1,392200,395900,"Управління освіти Оболонської районної в місті Києві державної адміністрації","ПП ""Ніка-1""",16496,"ПП Торгпродсервіс",28006
402917,455523,551,275450,270900,"2013-02-01",1,"23717551",TRUE,270900,1,"30757072",FALSE,271600,1,270900,0,"23717551","30757072",1,1,270900,271600,"Управління освіти Оболонської районної в місті Києві державної адміністрації","ПП ""Ніка-1""",16496,"ПП Торгпродсервіс",28006
414699,464696,1708,300600,282900,"2013-02-18",12,"23717551",FALSE,294710,1,"30757072",TRUE,282900,1,0,282900,"30757072","23717551",1,1,282900,294710,"Національний університет Державної податкової служби України","ПП Торгпродсервіс",28006,"ПП ""Ніка-1""",16496
414742,464675,1708,549900,544260,"2013-02-18",12,"23717551",FALSE,549195,1,"30757072",TRUE,544260,1,0,544260,"30757072","23717551",1,1,544260,549195,"Національний університет Державної податкової служби України","ПП Торгпродсервіс",28006,"ПП ""Ніка-1""",16496
414749,471387,1708,399943,395055,"2013-02-28",12,"23717551",FALSE,398053.2,1,"30757072",TRUE,395055,1,0,395055,"30757072","23717551",1,1,395055,398053.2,"Національний університет Державної податкової служби України","ПП Торгпродсервіс",28006,"ПП ""Ніка-1""",16496
414769,464685,1708,1006310,985625,"2013-02-18",12,"23717551",FALSE,997774,1,"30757072",TRUE,985625,1,0,985625,"30757072","23717551",1,1,985625,997774,"Національний університет Державної податкової служби України","ПП Торгпродсервіс",28006,"ПП ""Ніка-1""",16496
414766,464697,1708,322620,318027,"2013-02-18",12,"23717551",FALSE,321470,1,"30757072",TRUE,318027,1,0,318027,"30757072","23717551",1,1,318027,321470,"Національний університет Державної податкової служби України","ПП Торгпродсервіс",28006,"ПП ""Ніка-1""",16496
451707,511992,551,683900,663500,"2013-07-23",1,"23717551",TRUE,663500,1,"30757072",FALSE,680800,1,663500,0,"23717551","30757072",1,1,663500,680800,"Управління освіти Оболонської районної в місті Києві державної адміністрації","ПП ""Ніка-1""",16496,"ПП Торгпродсервіс",28006
453142,513231,551,2151752,2122320,"2013-07-24",1,"23717551",TRUE,2122320,1,"30757072",FALSE,2146924,1,2122320,0,"23717551","30757072",1,1,2122320,2146924,"Управління освіти Оболонської районної в місті Києві державної адміністрації","ПП ""Ніка-1""",16496,"ПП Торгпродсервіс",28006
469394,556591,551,434720,374310,"2014-01-31",1,"23717551",TRUE,374310,1,"30757072",FALSE,405330,1,374310,0,"23717551","30757072",1,1,374310,405330,"Управління освіти Оболонської районної в місті Києві державної адміністрації","ПП ""Ніка-1""",16496,"ПП Торгпродсервіс",28006
469390,556595,551,541450,534300,"2014-01-31",1,"23717551",TRUE,534300,1,"30757072",FALSE,538200,1,534300,0,"23717551","30757072",1,1,534300,538200,"Управління освіти Оболонської районної в місті Києві державної адміністрації","ПП ""Ніка-1""",16496,"ПП Торгпродсервіс",28006
469382,556603,551,1694000,1491000,"2014-01-31",1,"23717551",TRUE,1491000,1,"30757072",FALSE,1520400,1,1491000,0,"23717551","30757072",1,1,1491000,1520400,"Управління освіти Оболонської районної в місті Києві державної адміністрації","ПП ""Ніка-1""",16496,"ПП Торгпродсервіс",28006
