"purchase_id","contract_id","buyer_id","purchase_cost_uah","volume_uah","contract_date","region_id","code.x","winner.x","bid.x","seller_region_id.x","code.y","winner.y","bid.y","seller_region_id.y","volume.x","volume.y","winner","loser","winner.reg","loser.reg","win_volume","lose_volume","buyer_name","winner_name","winner_id","loser_name","loser_id"
372437,409981,6771,1348700,1336906.56,"2012-10-08",13,"14328945",FALSE,1349678.8,17,"36342297",TRUE,1336906.56,1,0,1336906.56,"36342297","14328945",1,17,1336906.56,1349678.8,"Кіровоградська обласна лікарня","ТОВ ""Ренарт""",47652,"Спільне українсько-німецьке підприємство в формі ТОВ ""ТТВ-ДОМ"" ЛТД",7044
407402,452841,6771,6e+06,5758347.44,"2013-01-30",13,"14328945",FALSE,5813148.53,17,"36342297",TRUE,5758391,1,0,5758347.44,"36342297","14328945",1,17,5758347.44,5813148.53,"Кіровоградська обласна лікарня","ТОВ ""Ренарт""",47652,"Спільне українсько-німецьке підприємство в формі ТОВ ""ТТВ-ДОМ"" ЛТД",7044
437606,489345,1723,7e+06,6830056.45,"2013-04-09",17,"14328945",TRUE,6830056.45,17,"36342297",FALSE,6902531.9,1,6830056.45,0,"14328945","36342297",17,1,6830056.45,6902531.9,"Департамент охорони здоров’я Одеської міськради","Спільне українсько-німецьке підприємство в формі ТОВ ""ТТВ-ДОМ"" ЛТД",7044,"ТОВ ""Ренарт""",47652
437618,489350,1723,2065000,2049667.62,"2013-04-09",17,"14328945",TRUE,2049667.62,17,"36342297",FALSE,2057961.26,1,2049667.62,0,"14328945","36342297",17,1,2049667.62,2057961.26,"Департамент охорони здоров’я Одеської міськради","Спільне українсько-німецьке підприємство в формі ТОВ ""ТТВ-ДОМ"" ЛТД",7044,"ТОВ ""Ренарт""",47652
463991,530207,6771,6e+05,673878,"2013-11-13",13,"14328945",FALSE,680522.75,17,"36342297",TRUE,673878,1,0,673878,"36342297","14328945",1,17,673878,680522.75,"Кіровоградська обласна лікарня","ТОВ ""Ренарт""",47652,"Спільне українсько-німецьке підприємство в формі ТОВ ""ТТВ-ДОМ"" ЛТД",7044
506179,580975,1723,6258690,6255188.35,"2014-03-20",17,"14328945",TRUE,6255223,17,"36342297",FALSE,6273984,1,6255188.35,0,"14328945","36342297",17,1,6255188.35,6273984,"Департамент охорони здоров’я Одеської міськради","Спільне українсько-німецьке підприємство в формі ТОВ ""ТТВ-ДОМ"" ЛТД",7044,"ТОВ ""Ренарт""",47652
503405,573579,6771,9710000,9784589.53,"2014-03-05",13,"14328945",FALSE,10063124.2,17,"36342297",TRUE,9784589.53,1,0,9784589.53,"36342297","14328945",1,17,9784589.53,10063124.2,"Кіровоградська обласна лікарня","ТОВ ""Ренарт""",47652,"Спільне українсько-німецьке підприємство в формі ТОВ ""ТТВ-ДОМ"" ЛТД",7044
506220,583699,1723,2192110,2189923.38,"2014-03-26",17,"14328945",TRUE,2189961,17,"36342297",FALSE,2231613,1,2189923.38,0,"14328945","36342297",17,1,2189923.38,2231613,"Департамент охорони здоров’я Одеської міськради","Спільне українсько-німецьке підприємство в формі ТОВ ""ТТВ-ДОМ"" ЛТД",7044,"ТОВ ""Ренарт""",47652
522375,599029,1723,6200000,6076765.97,"2014-06-04",17,"14328945",TRUE,6076862,17,"36342297",FALSE,6225204,1,6076765.97,0,"14328945","36342297",17,1,6076765.97,6225204,"Департамент охорони здоров’я Одеської міськради","Спільне українсько-німецьке підприємство в формі ТОВ ""ТТВ-ДОМ"" ЛТД",7044,"ТОВ ""Ренарт""",47652
522383,599028,1723,2430000,1903869.84,"2014-06-04",17,"14328945",TRUE,1903953,17,"36342297",FALSE,1909091,1,1903869.84,0,"14328945","36342297",17,1,1903869.84,1909091,"Департамент охорони здоров’я Одеської міськради","Спільне українсько-німецьке підприємство в формі ТОВ ""ТТВ-ДОМ"" ЛТД",7044,"ТОВ ""Ренарт""",47652
